ciudad,codigo_dominio,anio,meses_incluidos,bloque_indicador,nombre_indicador,valor,error_estandar,ic95_inf,ic95_sup,deff,n_muestral,cv_pct,etiqueta_confiabilidad,fuente,observacion
Bogotá D.C.,11,2023,Ene-Dic (12 meses),vivienda_propia_credito,Arriendo imputado (estimado) - promedio,1259242.81,19318.2395,1221835.4280,1296013.4205,1.1905,4181,1.5341,EXCELENTE,"GEIH 2023 (DANE, catalogo ANDA 782)",23 registro(s) excluidos por valor extremo
Bogotá D.C.,11,2023,Ene-Dic (12 meses),vivienda_propia_credito,Cuota hipotecaria mensual - P25,501941.45,,,,,792,,ACEPTABLE,"GEIH 2023 (DANE, catalogo ANDA 782)",3 registro(s) excluidos por valor extremo
Bogotá D.C.,11,2023,Ene-Dic (12 meses),vivienda_propia_credito,Cuota hipotecaria mensual - P75,1800000.0,,,,,792,,ACEPTABLE,"GEIH 2023 (DANE, catalogo ANDA 782)",3 registro(s) excluidos por valor extremo
Bogotá D.C.,11,2023,Ene-Dic (12 meses),vivienda_propia_credito,Cuota hipotecaria mensual - mediana,1000000.0,30693.4115,954598.8968,1100000.0000,0.3465,792,3.0693,EXCELENTE,"GEIH 2023 (DANE, catalogo ANDA 782)",3 registro(s) excluidos por valor extremo
Bogotá D.C.,11,2023,Ene-Dic (12 meses),vivienda_propia_credito,Cuota hipotecaria mensual - promedio,1411417.32,50269.0382,1312154.0030,1513411.3981,0.9295,792,3.5616,EXCELENTE,"GEIH 2023 (DANE, catalogo ANDA 782)",3 registro(s) excluidos por valor extremo
Bogotá D.C.,11,2023,Ene-Dic (12 meses),vivienda_propia_credito,Valor estimado de venta de la vivienda - P25,150000000.0,,,,,2555,,ACEPTABLE,"GEIH 2023 (DANE, catalogo ANDA 782)",36 registro(s) excluidos por valor extremo
Bogotá D.C.,11,2023,Ene-Dic (12 meses),vivienda_propia_credito,Valor estimado de venta de la vivienda - P75,400000000.0,,,,,2555,,ACEPTABLE,"GEIH 2023 (DANE, catalogo ANDA 782)",36 registro(s) excluidos por valor extremo
Bogotá D.C.,11,2023,Ene-Dic (12 meses),vivienda_propia_credito,Valor estimado de venta de la vivienda - mediana,250000000.0,2510542.9517,240000000.0000,250000000.0000,0.1349,2555,1.0042,EXCELENTE,"GEIH 2023 (DANE, catalogo ANDA 782)",36 registro(s) excluidos por valor extremo
Bogotá D.C.,11,2023,Ene-Dic (12 meses),vivienda_propia_credito,Valor estimado de venta de la vivienda - promedio,342196497.71,7592750.3179,328261820.8294,358609343.4628,1.2342,2555,2.2188,EXCELENTE,"GEIH 2023 (DANE, catalogo ANDA 782)",36 registro(s) excluidos por valor extremo
Bogotá D.C.,11,2024,Ene-Dic (12 meses),arriendo,Canon de arriendo mensual - P25,500000.0,,,,,4903,,ACEPTABLE,"GEIH 2024 (DANE, catalogo ANDA 819)",11 registro(s) excluidos por valor extremo
Bogotá D.C.,11,2024,Ene-Dic (12 meses),arriendo,Canon de arriendo mensual - P75,1100000.0,,,,,4903,,ACEPTABLE,"GEIH 2024 (DANE, catalogo ANDA 819)",11 registro(s) excluidos por valor extremo
Bogotá D.C.,11,2024,Ene-Dic (12 meses),arriendo,Canon de arriendo mensual - mediana,700000.0,15661.4649,700000.0000,750000.0000,1.8336,4903,2.2374,EXCELENTE,"GEIH 2024 (DANE, catalogo ANDA 819)",11 registro(s) excluidos por valor extremo
Bogotá D.C.,11,2024,Ene-Dic (12 meses),arriendo,Canon de arriendo mensual - promedio,958940.01,11767.5682,936778.4327,980731.8987,1.0352,4903,1.2271,EXCELENTE,"GEIH 2024 (DANE, catalogo ANDA 819)",11 registro(s) excluidos por valor extremo
Bogotá D.C.,11,2024,Ene-Dic (12 meses),deficit_habitacional,Deficit habitacional cualitativo,ND - pendiente Fase 2 (ECV),,,,,0,,ND,ECV (fuera de alcance Fase 1),ND - pendiente Fase 2 (ECV): fuente fuera de alcance de Fase 1
Bogotá D.C.,11,2024,Ene-Dic (12 meses),deficit_habitacional,Deficit habitacional cuantitativo,ND - pendiente Fase 2 (ECV),,,,,0,,ND,ECV (fuera de alcance Fase 1),ND - pendiente Fase 2 (ECV): fuente fuera de alcance de Fase 1
Bogotá D.C.,11,2024,Ene-Dic (12 meses),deficit_habitacional,Distribucion por estrato socioeconomico,ND - pendiente Fase 2 (ECV),,,,,0,,ND,ECV (fuera de alcance Fase 1),ND - pendiente Fase 2 (ECV): fuente fuera de alcance de Fase 1
Bogotá D.C.,11,2024,Ene-Dic (12 meses),esfuerzo_financiero,Arrendatarios que destinan >30% del ingreso al arriendo,40.03,,,,,4861,,ACEPTABLE,"Pobreza Monetaria 2024 (DANE, catalogo ANDA 874)",sobrecarga (>30%)
Bogotá D.C.,11,2024,Ene-Dic (12 meses),esfuerzo_financiero,Arrendatarios que destinan >50% del ingreso al arriendo,15.6,,,,,4861,,ACEPTABLE,"Pobreza Monetaria 2024 (DANE, catalogo ANDA 874)",sobrecarga severa (>50%)
Bogotá D.C.,11,2024,Ene-Dic (12 meses),esfuerzo_financiero,Arriendo/ingreso del hogar (mediana),25.42,,,,,4861,,ACEPTABLE,"Pobreza Monetaria 2024 (DANE, catalogo ANDA 874)",Merge con 99.0% de coincidencia
Bogotá D.C.,11,2024,Ene-Dic (12 meses),hacinamiento,Hogares con hacinamiento (>3 personas/cuarto para dormir),0.98,0.1061,0.7924,1.2016,1.1294,9781,10.7809,ACEPTABLE,"GEIH 2024 (DANE, catalogo ANDA 819)","Umbral >3 sobre CUARTOS PARA DORMIR (P5010), no cuartos totales"
Bogotá D.C.,11,2024,Ene-Dic (12 meses),hacinamiento,Hogares con hacinamiento critico NBI (>3 personas/cuarto TOTAL),0.33,,,,,9780,,PRECAUCION,"GEIH 2024 (DANE, catalogo ANDA 819)",Definicion oficial DANE-NBI (cuartos totales incl. sala-comedor)
Bogotá D.C.,11,2024,Ene-Dic (12 meses),hacinamiento,Personas por cuarto para dormir - mediana,1.33,,,,,9781,,ACEPTABLE,"GEIH 2024 (DANE, catalogo ANDA 819)",
Bogotá D.C.,11,2024,Ene-Dic (12 meses),hacinamiento,Personas por cuarto para dormir - promedio,1.47,0.0064,1.4590,1.4828,1.2085,9781,0.4320,EXCELENTE,"GEIH 2024 (DANE, catalogo ANDA 819)",
Bogotá D.C.,11,2024,Ene-Dic (12 meses),ingreso_pobreza,% arrendatarios en pobreza monetaria,23.26,,,,,4955,,ACEPTABLE,"Pobreza Monetaria 2024 (DANE, catalogo ANDA 874)",
Bogotá D.C.,11,2024,Ene-Dic (12 meses),ingreso_pobreza,% hogares no pobres que viven en arriendo,47.57,,,,,8208,,ACEPTABLE,"Pobreza Monetaria 2024 (DANE, catalogo ANDA 874)",
Bogotá D.C.,11,2024,Ene-Dic (12 meses),ingreso_pobreza,% hogares pobres que viven en arriendo,75.81,,,,,1573,,ACEPTABLE,"Pobreza Monetaria 2024 (DANE, catalogo ANDA 874)",
Bogotá D.C.,11,2024,Ene-Dic (12 meses),ingreso_pobreza,% propietarios en pobreza monetaria,6.18,,,,,3907,,ACEPTABLE,"Pobreza Monetaria 2024 (DANE, catalogo ANDA 874)",
Bogotá D.C.,11,2024,Ene-Dic (12 meses),ingreso_pobreza,Brecha de ingreso propietarios vs arrendatarios,55.35,,,,,0,,NO_APLICA,"Pobreza Monetaria 2024 (DANE, catalogo ANDA 874)",(+) = propietarios ganan mas; calculado sobre medianas ponderadas
Bogotá D.C.,11,2024,Ene-Dic (12 meses),ingreso_pobreza,Ingreso mediano hogares arrendatarios,2842728.56,,,,,4908,,ACEPTABLE,"Pobreza Monetaria 2024 (DANE, catalogo ANDA 874)",ingtotug = ingreso total unidad de gasto SIN imputar arriendo
Bogotá D.C.,11,2024,Ene-Dic (12 meses),ingreso_pobreza,Ingreso mediano hogares propietarios,4416081.35,,,,,3860,,ACEPTABLE,"Pobreza Monetaria 2024 (DANE, catalogo ANDA 874)",ingtotug = ingreso total unidad de gasto SIN imputar arriendo
Bogotá D.C.,11,2024,Ene-Dic (12 meses),servicios_publicos,Hogares sin acueducto,0.19,0.0421,0.1076,0.2652,0.9386,9781,22.7376,PRECAUCION,"GEIH 2024 (DANE, catalogo ANDA 819)",
Bogotá D.C.,11,2024,Ene-Dic (12 meses),servicios_publicos,Hogares sin alcantarillado,0.43,0.0672,0.3046,0.5649,1.0419,9781,15.7793,PRECAUCION,"GEIH 2024 (DANE, catalogo ANDA 819)",
Bogotá D.C.,11,2024,Ene-Dic (12 meses),servicios_publicos,Hogares sin energia electrica,0.0,0.0000,0.0000,0.0000,,9781,,ACEPTABLE,"GEIH 2024 (DANE, catalogo ANDA 819)",
Bogotá D.C.,11,2024,Ene-Dic (12 meses),servicios_publicos,Hogares sin gas natural conectado a red,4.19,0.2138,3.7993,4.6461,1.1138,9781,5.1027,ACEPTABLE,"GEIH 2024 (DANE, catalogo ANDA 819)",
Bogotá D.C.,11,2024,Ene-Dic (12 meses),servicios_publicos,Hogares sin recoleccion de basuras,0.09,0.0232,0.0463,0.1318,0.5973,9781,26.3284,NO PUBLICAR,"GEIH 2024 (DANE, catalogo ANDA 819)",
Bogotá D.C.,11,2024,Ene-Dic (12 meses),tenencia,Tenencia: En arriendo o subarriendo,52.08,0.5504,51.0932,53.0971,1.1875,4955,1.0569,EXCELENTE,"GEIH 2024 (DANE, catalogo ANDA 819)",
Bogotá D.C.,11,2024,Ene-Dic (12 meses),tenencia,Tenencia: En usufructo,7.77,0.2797,7.2268,8.2960,1.0680,783,3.6009,EXCELENTE,"GEIH 2024 (DANE, catalogo ANDA 819)",
Bogotá D.C.,11,2024,Ene-Dic (12 meses),tenencia,Tenencia: Otra,0.0,0.0000,0.0000,0.0000,,0,,ACEPTABLE,"GEIH 2024 (DANE, catalogo ANDA 819)",
Bogotá D.C.,11,2024,Ene-Dic (12 meses),tenencia,Tenencia: Posesion sin titulo,0.35,0.0650,0.2233,0.4732,1.1941,35,18.7196,PRECAUCION,"GEIH 2024 (DANE, catalogo ANDA 819)",
Bogotá D.C.,11,2024,Ene-Dic (12 meses),tenencia,"Tenencia: Propia, la estan pagando",9.29,0.2991,8.8007,9.9369,1.0386,842,3.2201,EXCELENTE,"GEIH 2024 (DANE, catalogo ANDA 819)",
Bogotá D.C.,11,2024,Ene-Dic (12 meses),tenencia,"Tenencia: Propia, totalmente pagada",29.51,0.4750,28.6498,30.4568,1.0610,3065,1.6099,EXCELENTE,"GEIH 2024 (DANE, catalogo ANDA 819)",
Bogotá D.C.,11,2024,Ene-Dic (12 meses),tenencia,Tenencia: Propiedad colectiva,1.01,0.1104,0.8158,1.2292,1.1907,101,10.9144,ACEPTABLE,"GEIH 2024 (DANE, catalogo ANDA 819)",
Bogotá D.C.,11,2024,Ene-Dic (12 meses),tenencia,Tenencia: suma de categorias (control),100.0,,,,,9781,,NO_APLICA,"GEIH 2024 (DANE, catalogo ANDA 819)",Control de auditoria: debe ser 100% +/-0.1pp
Bogotá D.C.,11,2024,Ene-Dic (12 meses),vivienda_propia_credito,Arriendo imputado (estimado) - P25,700000.0,,,,,4406,,ACEPTABLE,"GEIH 2024 (DANE, catalogo ANDA 819)",21 registro(s) excluidos por valor extremo
Bogotá D.C.,11,2024,Ene-Dic (12 meses),vivienda_propia_credito,Arriendo imputado (estimado) - P75,1500000.0,,,,,4406,,ACEPTABLE,"GEIH 2024 (DANE, catalogo ANDA 819)",21 registro(s) excluidos por valor extremo
Bogotá D.C.,11,2024,Ene-Dic (12 meses),vivienda_propia_credito,Arriendo imputado (estimado) - mediana,1000000.0,0.0000,1000000.0000,1000000.0000,0.0000,4406,0.0000,EXCELENTE,"GEIH 2024 (DANE, catalogo ANDA 819)",21 registro(s) excluidos por valor extremo
Bogotá D.C.,11,2024,Ene-Dic (12 meses),vivienda_propia_credito,Arriendo imputado (estimado) - promedio,1385638.22,22698.0339,1340048.4703,1431002.9744,1.3832,4406,1.6381,EXCELENTE,"GEIH 2024 (DANE, catalogo ANDA 819)",21 registro(s) excluidos por valor extremo
Bogotá D.C.,11,2024,Ene-Dic (12 meses),vivienda_propia_credito,Cuota hipotecaria mensual - P25,600000.0,,,,,810,,ACEPTABLE,"GEIH 2024 (DANE, catalogo ANDA 819)",2 registro(s) excluidos por valor extremo
Bogotá D.C.,11,2024,Ene-Dic (12 meses),vivienda_propia_credito,Cuota hipotecaria mensual - P75,2000000.0,,,,,810,,ACEPTABLE,"GEIH 2024 (DANE, catalogo ANDA 819)",2 registro(s) excluidos por valor extremo
Bogotá D.C.,11,2024,Ene-Dic (12 meses),vivienda_propia_credito,Cuota hipotecaria mensual - mediana,1000000.0,66288.7058,950000.0000,1200000.0000,0.5252,810,6.6289,ACEPTABLE,"GEIH 2024 (DANE, catalogo ANDA 819)",2 registro(s) excluidos por valor extremo
Bogotá D.C.,11,2024,Ene-Dic (12 meses),vivienda_propia_credito,Cuota hipotecaria mensual - promedio,1563227.14,98398.2855,1408874.5283,1792442.1775,1.1573,810,6.2946,ACEPTABLE,"GEIH 2024 (DANE, catalogo ANDA 819)",2 registro(s) excluidos por valor extremo
Bogotá D.C.,11,2024,Ene-Dic (12 meses),vivienda_propia_credito,Valor estimado de venta de la vivienda - P25,150000000.0,,,,,3007,,ACEPTABLE,"GEIH 2024 (DANE, catalogo ANDA 819)",21 registro(s) excluidos por valor extremo
Bogotá D.C.,11,2024,Ene-Dic (12 meses),vivienda_propia_credito,Valor estimado de venta de la vivienda - P75,400000000.0,,,,,3007,,ACEPTABLE,"GEIH 2024 (DANE, catalogo ANDA 819)",21 registro(s) excluidos por valor extremo
Bogotá D.C.,11,2024,Ene-Dic (12 meses),vivienda_propia_credito,Valor estimado de venta de la vivienda - mediana,250000000.0,766267.6692,250000000.0000,250000000.0000,0.0427,3007,0.3065,EXCELENTE,"GEIH 2024 (DANE, catalogo ANDA 819)",21 registro(s) excluidos por valor extremo
Bogotá D.C.,11,2024,Ene-Dic (12 meses),vivienda_propia_credito,Valor estimado de venta de la vivienda - promedio,303880936.57,3871503.2605,296395599.2575,311934004.5717,1.0891,3007,1.2740,EXCELENTE,"GEIH 2024 (DANE, catalogo ANDA 819)",21 registro(s) excluidos por valor extremo
Bogotá D.C.,11,2025,Ene-Dic (12 meses),arriendo,Canon de arriendo mensual - P25,570000.0,,,,,4936,,ACEPTABLE,"GEIH 2025 (DANE, catalogo ANDA 853)",7 registro(s) excluidos por valor extremo
Bogotá D.C.,11,2025,Ene-Dic (12 meses),arriendo,Canon de arriendo mensual - P75,1170559.44,,,,,4936,,ACEPTABLE,"GEIH 2025 (DANE, catalogo ANDA 853)",7 registro(s) excluidos por valor extremo
Bogotá D.C.,11,2025,Ene-Dic (12 meses),arriendo,Canon de arriendo mensual - mediana,760000.0,20155.1581,750000.0000,800000.0000,2.7206,4936,2.6520,EXCELENTE,"GEIH 2025 (DANE, catalogo ANDA 853)",7 registro(s) excluidos por valor extremo
Bogotá D.C.,11,2025,Ene-Dic (12 meses),arriendo,Canon de arriendo mensual - promedio,1018752.74,12959.2330,991852.3857,1042491.5549,1.1248,4936,1.2721,EXCELENTE,"GEIH 2025 (DANE, catalogo ANDA 853)",7 registro(s) excluidos por valor extremo
Bogotá D.C.,11,2025,Ene-Dic (12 meses),deficit_habitacional,Deficit habitacional cualitativo,ND - pendiente Fase 2 (ECV),,,,,0,,ND,ECV (fuera de alcance Fase 1),ND - pendiente Fase 2 (ECV): fuente fuera de alcance de Fase 1
Bogotá D.C.,11,2025,Ene-Dic (12 meses),deficit_habitacional,Deficit habitacional cuantitativo,ND - pendiente Fase 2 (ECV),,,,,0,,ND,ECV (fuera de alcance Fase 1),ND - pendiente Fase 2 (ECV): fuente fuera de alcance de Fase 1
Bogotá D.C.,11,2025,Ene-Dic (12 meses),deficit_habitacional,Distribucion por estrato socioeconomico,ND - pendiente Fase 2 (ECV),,,,,0,,ND,ECV (fuera de alcance Fase 1),ND - pendiente Fase 2 (ECV): fuente fuera de alcance de Fase 1
Bogotá D.C.,11,2025,Ene-Dic (12 meses),esfuerzo_financiero,Arrendatarios que destinan >30% del ingreso al arriendo,39.38,,,,,4905,,ACEPTABLE,"Pobreza Monetaria 2025 (DANE, catalogo ANDA 908)",sobrecarga (>30%)
Bogotá D.C.,11,2025,Ene-Dic (12 meses),esfuerzo_financiero,Arrendatarios que destinan >50% del ingreso al arriendo,13.75,,,,,4905,,ACEPTABLE,"Pobreza Monetaria 2025 (DANE, catalogo ANDA 908)",sobrecarga severa (>50%)
Bogotá D.C.,11,2025,Ene-Dic (12 meses),esfuerzo_financiero,Arriendo/ingreso del hogar (mediana),25.33,,,,,4905,,ACEPTABLE,"Pobreza Monetaria 2025 (DANE, catalogo ANDA 908)",Merge con 99.4% de coincidencia
Bogotá D.C.,11,2025,Ene-Dic (12 meses),hacinamiento,Hogares con hacinamiento (>3 personas/cuarto para dormir),0.88,0.1000,0.7173,1.0974,1.1109,9733,11.3082,ACEPTABLE,"GEIH 2025 (DANE, catalogo ANDA 853)","Umbral >3 sobre CUARTOS PARA DORMIR (P5010), no cuartos totales"
Bogotá D.C.,11,2025,Ene-Dic (12 meses),hacinamiento,Hogares con hacinamiento critico NBI (>3 personas/cuarto TOTAL),0.3,,,,,9733,,PRECAUCION,"GEIH 2025 (DANE, catalogo ANDA 853)",Definicion oficial DANE-NBI (cuartos totales incl. sala-comedor)
Bogotá D.C.,11,2025,Ene-Dic (12 meses),hacinamiento,Personas por cuarto para dormir - mediana,1.33,,,,,9733,,ACEPTABLE,"GEIH 2025 (DANE, catalogo ANDA 853)",
Bogotá D.C.,11,2025,Ene-Dic (12 meses),hacinamiento,Personas por cuarto para dormir - promedio,1.47,0.0060,1.4601,1.4851,1.0656,9733,0.4073,EXCELENTE,"GEIH 2025 (DANE, catalogo ANDA 853)",
Bogotá D.C.,11,2025,Ene-Dic (12 meses),ingreso_pobreza,% arrendatarios en pobreza monetaria,21.04,,,,,4968,,ACEPTABLE,"Pobreza Monetaria 2025 (DANE, catalogo ANDA 908)",
Bogotá D.C.,11,2025,Ene-Dic (12 meses),ingreso_pobreza,% hogares no pobres que viven en arriendo,48.81,,,,,8355,,ACEPTABLE,"Pobreza Monetaria 2025 (DANE, catalogo ANDA 908)",
Bogotá D.C.,11,2025,Ene-Dic (12 meses),ingreso_pobreza,% hogares pobres que viven en arriendo,78.35,,,,,1378,,ACEPTABLE,"Pobreza Monetaria 2025 (DANE, catalogo ANDA 908)",
Bogotá D.C.,11,2025,Ene-Dic (12 meses),ingreso_pobreza,% propietarios en pobreza monetaria,4.46,,,,,3749,,ACEPTABLE,"Pobreza Monetaria 2025 (DANE, catalogo ANDA 908)",
Bogotá D.C.,11,2025,Ene-Dic (12 meses),ingreso_pobreza,Brecha de ingreso propietarios vs arrendatarios,59.56,,,,,0,,NO_APLICA,"Pobreza Monetaria 2025 (DANE, catalogo ANDA 908)",(+) = propietarios ganan mas; calculado sobre medianas ponderadas
Bogotá D.C.,11,2025,Ene-Dic (12 meses),ingreso_pobreza,Ingreso mediano hogares arrendatarios,3133562.78,,,,,4936,,ACEPTABLE,"Pobreza Monetaria 2025 (DANE, catalogo ANDA 908)",ingtotug = ingreso total unidad de gasto SIN imputar arriendo
Bogotá D.C.,11,2025,Ene-Dic (12 meses),ingreso_pobreza,Ingreso mediano hogares propietarios,5000000.0,,,,,3717,,ACEPTABLE,"Pobreza Monetaria 2025 (DANE, catalogo ANDA 908)",ingtotug = ingreso total unidad de gasto SIN imputar arriendo
Bogotá D.C.,11,2025,Ene-Dic (12 meses),servicios_publicos,Hogares sin acueducto,0.3,0.0618,0.1794,0.4082,1.2603,9733,20.8779,PRECAUCION,"GEIH 2025 (DANE, catalogo ANDA 853)",
Bogotá D.C.,11,2025,Ene-Dic (12 meses),servicios_publicos,Hogares sin alcantarillado,0.7,0.0986,0.4978,0.8770,1.3592,9733,14.0642,ACEPTABLE,"GEIH 2025 (DANE, catalogo ANDA 853)",
Bogotá D.C.,11,2025,Ene-Dic (12 meses),servicios_publicos,Hogares sin energia electrica,0.0,0.0000,0.0000,0.0000,,9733,,ACEPTABLE,"GEIH 2025 (DANE, catalogo ANDA 853)",
Bogotá D.C.,11,2025,Ene-Dic (12 meses),servicios_publicos,Hogares sin gas natural conectado a red,4.01,0.2163,3.6250,4.4078,1.1815,9733,5.3875,ACEPTABLE,"GEIH 2025 (DANE, catalogo ANDA 853)",
Bogotá D.C.,11,2025,Ene-Dic (12 meses),servicios_publicos,Hogares sin recoleccion de basuras,0.14,0.0491,0.0561,0.2447,1.6423,9733,34.2869,NO PUBLICAR,"GEIH 2025 (DANE, catalogo ANDA 853)",
Bogotá D.C.,11,2025,Ene-Dic (12 meses),tenencia,Tenencia: En arriendo o subarriendo,53.02,0.5152,52.0200,53.9989,1.0371,4968,0.9718,EXCELENTE,"GEIH 2025 (DANE, catalogo ANDA 853)",
Bogotá D.C.,11,2025,Ene-Dic (12 meses),tenencia,Tenencia: En usufructo,9.04,0.2982,8.4580,9.5552,1.0527,876,3.2987,EXCELENTE,"GEIH 2025 (DANE, catalogo ANDA 853)",
Bogotá D.C.,11,2025,Ene-Dic (12 meses),tenencia,Tenencia: Otra,0.0,0.0000,0.0000,0.0000,,0,,ACEPTABLE,"GEIH 2025 (DANE, catalogo ANDA 853)",
Bogotá D.C.,11,2025,Ene-Dic (12 meses),tenencia,Tenencia: Posesion sin titulo,0.36,0.0558,0.2616,0.4764,0.8338,39,15.2961,PRECAUCION,"GEIH 2025 (DANE, catalogo ANDA 853)",
Bogotá D.C.,11,2025,Ene-Dic (12 meses),tenencia,"Tenencia: Propia, la estan pagando",7.8,0.2864,7.2279,8.3486,1.1097,724,3.6700,EXCELENTE,"GEIH 2025 (DANE, catalogo ANDA 853)",
Bogotá D.C.,11,2025,Ene-Dic (12 meses),tenencia,"Tenencia: Propia, totalmente pagada",28.81,0.4569,27.9945,29.7312,0.9904,3025,1.5855,EXCELENTE,"GEIH 2025 (DANE, catalogo ANDA 853)",
Bogotá D.C.,11,2025,Ene-Dic (12 meses),tenencia,Tenencia: Propiedad colectiva,0.96,0.0940,0.8087,1.1602,0.9036,101,9.7851,ACEPTABLE,"GEIH 2025 (DANE, catalogo ANDA 853)",
Bogotá D.C.,11,2025,Ene-Dic (12 meses),tenencia,Tenencia: suma de categorias (control),100.0,,,,,9733,,NO_APLICA,"GEIH 2025 (DANE, catalogo ANDA 853)",Control de auditoria: debe ser 100% +/-0.1pp
Bogotá D.C.,11,2025,Ene-Dic (12 meses),vivienda_propia_credito,Arriendo imputado (estimado) - P25,700000.0,,,,,4634,,ACEPTABLE,"GEIH 2025 (DANE, catalogo ANDA 853)",21 registro(s) excluidos por valor extremo
Bogotá D.C.,11,2025,Ene-Dic (12 meses),vivienda_propia_credito,Arriendo imputado (estimado) - P75,1601268.2,,,,,4634,,ACEPTABLE,"GEIH 2025 (DANE, catalogo ANDA 853)",21 registro(s) excluidos por valor extremo
Bogotá D.C.,11,2025,Ene-Dic (12 meses),vivienda_propia_credito,Arriendo imputado (estimado) - mediana,1000000.0,0.0000,1000000.0000,1000000.0000,0.0000,4634,0.0000,EXCELENTE,"GEIH 2025 (DANE, catalogo ANDA 853)",21 registro(s) excluidos por valor extremo
Bogotá D.C.,11,2025,Ene-Dic (12 meses),vivienda_propia_credito,Arriendo imputado (estimado) - promedio,1450774.56,22103.9553,1409348.6074,1499460.7442,1.2314,4634,1.5236,EXCELENTE,"GEIH 2025 (DANE, catalogo ANDA 853)",21 registro(s) excluidos por valor extremo
Bogotá D.C.,11,2025,Ene-Dic (12 meses),vivienda_propia_credito,Cuota hipotecaria mensual - P25,700000.0,,,,,713,,ACEPTABLE,"GEIH 2025 (DANE, catalogo ANDA 853)",1 registro(s) excluidos por valor extremo
Bogotá D.C.,11,2025,Ene-Dic (12 meses),vivienda_propia_credito,Cuota hipotecaria mensual - P75,2200000.0,,,,,713,,ACEPTABLE,"GEIH 2025 (DANE, catalogo ANDA 853)",1 registro(s) excluidos por valor extremo
Bogotá D.C.,11,2025,Ene-Dic (12 meses),vivienda_propia_credito,Cuota hipotecaria mensual - mediana,1200000.0,61713.0308,1150000.0000,1400000.0000,1.1056,713,5.1428,ACEPTABLE,"GEIH 2025 (DANE, catalogo ANDA 853)",1 registro(s) excluidos por valor extremo
Bogotá D.C.,11,2025,Ene-Dic (12 meses),vivienda_propia_credito,Cuota hipotecaria mensual - promedio,1650246.23,63623.9047,1529601.6945,1784339.6888,1.1752,713,3.8554,EXCELENTE,"GEIH 2025 (DANE, catalogo ANDA 853)",1 registro(s) excluidos por valor extremo
Bogotá D.C.,11,2025,Ene-Dic (12 meses),vivienda_propia_credito,Valor estimado de venta de la vivienda - P25,180000000.0,,,,,3488,,ACEPTABLE,"GEIH 2025 (DANE, catalogo ANDA 853)",14 registro(s) excluidos por valor extremo
Bogotá D.C.,11,2025,Ene-Dic (12 meses),vivienda_propia_credito,Valor estimado de venta de la vivienda - P75,420000000.0,,,,,3488,,ACEPTABLE,"GEIH 2025 (DANE, catalogo ANDA 853)",14 registro(s) excluidos por valor extremo
Bogotá D.C.,11,2025,Ene-Dic (12 meses),vivienda_propia_credito,Valor estimado de venta de la vivienda - mediana,270000000.0,12000289.4230,250000000.0000,280000000.0000,12.0211,3488,4.4446,EXCELENTE,"GEIH 2025 (DANE, catalogo ANDA 853)",14 registro(s) excluidos por valor extremo
Bogotá D.C.,11,2025,Ene-Dic (12 meses),vivienda_propia_credito,Valor estimado de venta de la vivienda - promedio,325491935.33,3460411.7636,318773113.3119,331409624.4017,0.9996,3488,1.0631,EXCELENTE,"GEIH 2025 (DANE, catalogo ANDA 853)",14 registro(s) excluidos por valor extremo
Bogotá D.C.,11,2026*,Ene-Jun (parcial),arriendo,Canon de arriendo mensual - P25,600000.0,,,,,2378,,ACEPTABLE,"GEIH 2026 Ene-Jun (DANE, catalogo ANDA 900)",6 registro(s) excluidos por valor extremo
Bogotá D.C.,11,2026*,Ene-Jun (parcial),arriendo,Canon de arriendo mensual - P75,1264289.9,,,,,2378,,ACEPTABLE,"GEIH 2026 Ene-Jun (DANE, catalogo ANDA 900)",6 registro(s) excluidos por valor extremo
Bogotá D.C.,11,2026*,Ene-Jun (parcial),arriendo,Canon de arriendo mensual - mediana,800000.0,18212.6007,800000.0000,850000.0000,1.0825,2378,2.2766,EXCELENTE,"GEIH 2026 Ene-Jun (DANE, catalogo ANDA 900)",6 registro(s) excluidos por valor extremo
Bogotá D.C.,11,2026*,Ene-Jun (parcial),arriendo,Canon de arriendo mensual - promedio,1090080.55,18141.0772,1056914.8148,1130549.8012,1.0740,2378,1.6642,EXCELENTE,"GEIH 2026 Ene-Jun (DANE, catalogo ANDA 900)",6 registro(s) excluidos por valor extremo
Bogotá D.C.,11,2026*,Ene-Jun (parcial),deficit_habitacional,Deficit habitacional cualitativo,ND - pendiente Fase 2 (ECV),,,,,0,,ND,ECV (fuera de alcance Fase 1),ND - pendiente Fase 2 (ECV): fuente fuera de alcance de Fase 1
Bogotá D.C.,11,2026*,Ene-Jun (parcial),deficit_habitacional,Deficit habitacional cuantitativo,ND - pendiente Fase 2 (ECV),,,,,0,,ND,ECV (fuera de alcance Fase 1),ND - pendiente Fase 2 (ECV): fuente fuera de alcance de Fase 1
Bogotá D.C.,11,2026*,Ene-Jun (parcial),deficit_habitacional,Distribucion por estrato socioeconomico,ND - pendiente Fase 2 (ECV),,,,,0,,ND,ECV (fuera de alcance Fase 1),ND - pendiente Fase 2 (ECV): fuente fuera de alcance de Fase 1
