ciudad,anio,indicador,valor_pct,error_estandar,ic95_inf,ic95_sup,deff,n_muestral,cv_pct,etiqueta_confiabilidad,nota
Bogotá D.C.,2023,Deficit habitacional total,10.9624,1.1506,8.7071,13.2176,2.252,1796,10.5,ACEPTABLE,
Bogotá D.C.,2023,Deficit habitacional cuantitativo,0.6226,0.2313,0.1692,1.076,1.436,1796,37.15,NO PUBLICAR,
Bogotá D.C.,2023,Deficit habitacional cualitativo,10.3397,1.0687,8.245,12.4344,2.046,1796,10.34,ACEPTABLE,
Bogotá D.C.,2023,Componente: hacinamiento mitigable,9.0566,0.9728,7.15,10.9633,1.908,1796,10.74,ACEPTABLE,
Bogotá D.C.,2023,Componente: alcantarillado o sanitario inadecuado,0.4612,0.3501,0.0,1.1474,4.434,1796,75.92,NO PUBLICAR,
Bogotá D.C.,2023,Componente: sin acueducto,0.3744,0.3413,0.0,1.0435,5.186,1796,91.16,NO PUBLICAR,
Bogotá D.C.,2023,Componente: lugar inadecuado para cocinar,1.1756,0.2833,0.6204,1.7308,1.147,1796,24.09,PRECAUCION,
Bogotá D.C.,2023,Componente: sin recoleccion de basuras,0.0675,0.0673,0.0,0.1994,1.115,1796,99.73,NO PUBLICAR,
Bogotá D.C.,2023,Paredes en material inadecuado,0.3118,0.1972,0.0,0.6983,2.078,1796,63.25,NO PUBLICAR,
Bogotá D.C.,2023,"Pisos de tierra, arena o barro",0.0919,0.0648,0.0,0.2189,0.76,1796,70.54,NO PUBLICAR,
Bogotá D.C.,2023,Hogares en estrato 1 o 2,46.9783,3.7176,39.6919,54.2647,9.212,1796,7.91,ACEPTABLE,
Bogotá D.C.,2023,Hogares en estrato 3,33.8276,3.4128,27.1386,40.5166,8.639,1796,10.09,ACEPTABLE,
Bogotá D.C.,2023,"Hogares en estrato 4, 5 o 6",18.6717,2.8348,13.1155,24.228,8.787,1796,15.18,PRECAUCION,
Bogotá D.C.,2023,Hogares sin estrato o no informa,0.5224,0.4639,0.0,1.4316,6.875,1796,88.8,NO PUBLICAR,
Medellín A.M.,2023,Deficit habitacional total,12.4797,2.1617,8.2427,16.7166,3.178,868,17.32,PRECAUCION,
Medellín A.M.,2023,Deficit habitacional cuantitativo,0.8949,0.35,0.2089,1.5809,1.026,868,39.11,NO PUBLICAR,
Medellín A.M.,2023,Deficit habitacional cualitativo,11.5848,2.1428,7.385,15.7846,3.33,868,18.5,PRECAUCION,
Medellín A.M.,2023,Componente: hacinamiento mitigable,5.0416,1.0325,3.018,7.0652,1.654,868,20.48,PRECAUCION,
Medellín A.M.,2023,Componente: alcantarillado o sanitario inadecuado,3.739,1.8133,0.1848,7.2931,6.786,868,48.5,NO PUBLICAR,
Medellín A.M.,2023,Componente: sin acueducto,0.0,,0.0,0.4039,,868,,PRECAUCION,sin casos en la muestra; el IC95 llega hasta 0.40%
Medellín A.M.,2023,Componente: lugar inadecuado para cocinar,3.7114,0.7596,2.2226,5.2002,1.199,868,20.47,PRECAUCION,
Medellín A.M.,2023,Componente: sin recoleccion de basuras,0.1632,0.1637,0.0,0.4841,1.221,868,100.29,NO PUBLICAR,
Medellín A.M.,2023,Paredes en material inadecuado,0.3951,0.2508,0.0,0.8867,1.187,868,63.47,NO PUBLICAR,
Medellín A.M.,2023,"Pisos de tierra, arena o barro",0.0,,0.0,0.4039,,868,,PRECAUCION,sin casos en la muestra; el IC95 llega hasta 0.40%
Medellín A.M.,2023,Hogares en estrato 1 o 2,51.5182,5.5141,40.7106,62.3258,9.042,868,10.7,ACEPTABLE,
Medellín A.M.,2023,Hogares en estrato 3,26.5914,4.7551,17.2714,35.9114,8.604,868,17.88,PRECAUCION,
Medellín A.M.,2023,"Hogares en estrato 4, 5 o 6",21.7922,4.4014,13.1656,30.4189,8.443,868,20.2,PRECAUCION,
Medellín A.M.,2023,Hogares sin estrato o no informa,0.0981,0.0982,0.0,0.2906,0.73,868,100.05,NO PUBLICAR,
Cali A.M.,2023,Deficit habitacional total,8.9061,2.1466,4.6989,13.1134,3.438,727,24.1,PRECAUCION,
Cali A.M.,2023,Deficit habitacional cuantitativo,1.2284,0.591,0.0701,2.3868,1.742,727,48.11,NO PUBLICAR,
Cali A.M.,2023,Deficit habitacional cualitativo,7.6777,1.833,4.085,11.2704,2.869,727,23.87,PRECAUCION,
Cali A.M.,2023,Componente: hacinamiento mitigable,5.2434,1.0812,3.1241,7.3626,1.424,727,20.62,PRECAUCION,
Cali A.M.,2023,Componente: alcantarillado o sanitario inadecuado,1.0749,1.0739,0.0,3.1798,6.566,727,99.91,NO PUBLICAR,
Cali A.M.,2023,Componente: sin acueducto,0.417,0.4166,0.0,1.2336,2.531,727,99.91,NO PUBLICAR,
Cali A.M.,2023,Componente: lugar inadecuado para cocinar,1.456,0.6159,0.2488,2.6632,1.601,727,42.3,NO PUBLICAR,
Cali A.M.,2023,Componente: sin recoleccion de basuras,1.6404,1.2792,0.0,4.1475,6.139,727,77.98,NO PUBLICAR,
Cali A.M.,2023,Paredes en material inadecuado,0.9349,0.5401,0.0,1.9935,1.906,727,57.77,NO PUBLICAR,
Cali A.M.,2023,"Pisos de tierra, arena o barro",0.5635,0.563,0.0,1.6671,3.425,727,99.91,NO PUBLICAR,
Cali A.M.,2023,Hogares en estrato 1 o 2,50.847,5.502,40.0631,61.6309,7.332,727,10.82,ACEPTABLE,
Cali A.M.,2023,Hogares en estrato 3,31.6252,5.1034,21.6225,41.6279,7.291,727,16.14,PRECAUCION,
Cali A.M.,2023,"Hogares en estrato 4, 5 o 6",16.8551,3.8334,9.3416,24.3686,6.348,727,22.74,PRECAUCION,
Cali A.M.,2023,Hogares sin estrato o no informa,0.6727,0.4468,0.0,1.5483,1.808,727,66.42,NO PUBLICAR,
Barranquilla A.M.,2023,Deficit habitacional total,22.437,2.4875,17.5616,27.3125,3.094,955,11.09,ACEPTABLE,
Barranquilla A.M.,2023,Deficit habitacional cuantitativo,2.297,0.664,0.9956,3.5983,1.709,955,28.91,NO PUBLICAR,
Barranquilla A.M.,2023,Deficit habitacional cualitativo,20.1401,2.1606,15.9053,24.3749,2.526,955,10.73,ACEPTABLE,
Barranquilla A.M.,2023,Componente: hacinamiento mitigable,16.3381,1.6912,13.0233,19.6529,1.821,955,10.35,ACEPTABLE,
Barranquilla A.M.,2023,Componente: alcantarillado o sanitario inadecuado,2.2995,1.2845,0.0,4.8171,6.39,955,55.86,NO PUBLICAR,
Barranquilla A.M.,2023,Componente: sin acueducto,0.8298,0.6934,0.0,2.189,5.085,955,83.56,NO PUBLICAR,
Barranquilla A.M.,2023,Componente: lugar inadecuado para cocinar,3.1033,1.0906,0.9658,5.2408,3.442,955,35.14,NO PUBLICAR,
Barranquilla A.M.,2023,Componente: sin recoleccion de basuras,1.1486,0.8598,0.0,2.8338,5.665,955,74.85,NO PUBLICAR,
Barranquilla A.M.,2023,Paredes en material inadecuado,0.8445,0.3997,0.0611,1.628,1.66,955,47.33,NO PUBLICAR,
Barranquilla A.M.,2023,"Pisos de tierra, arena o barro",0.6579,0.4251,0.0,1.4911,2.406,955,64.61,NO PUBLICAR,
Barranquilla A.M.,2023,Hogares en estrato 1 o 2,73.6498,3.8664,66.0717,81.2278,6.703,955,5.25,ACEPTABLE,
Barranquilla A.M.,2023,Hogares en estrato 3,13.9266,3.0337,7.9806,19.8726,6.681,955,21.78,PRECAUCION,
Barranquilla A.M.,2023,"Hogares en estrato 4, 5 o 6",12.4236,3.1063,6.3352,18.512,7.717,955,25.0,NO PUBLICAR,
Barranquilla A.M.,2023,Hogares sin estrato o no informa,0.0,,0.0,0.3448,,955,,PRECAUCION,sin casos en la muestra; el IC95 llega hasta 0.34%
Bucaramanga A.M.,2023,Deficit habitacional total,8.3088,1.93,4.526,12.0916,3.4,752,23.23,PRECAUCION,
Bucaramanga A.M.,2023,Deficit habitacional cuantitativo,0.3113,0.1797,0.0,0.6636,0.724,752,57.72,NO PUBLICAR,
Bucaramanga A.M.,2023,Deficit habitacional cualitativo,7.9974,1.9191,4.236,11.7589,3.481,752,24.0,PRECAUCION,
Bucaramanga A.M.,2023,Componente: hacinamiento mitigable,5.2142,1.0003,3.2536,7.1749,1.408,752,19.18,PRECAUCION,
Bucaramanga A.M.,2023,Componente: alcantarillado o sanitario inadecuado,0.3709,0.3698,0.0,1.0958,2.574,752,99.71,NO PUBLICAR,
Bucaramanga A.M.,2023,Componente: sin acueducto,0.2908,0.2897,0.0,0.8586,2.013,752,99.62,NO PUBLICAR,
Bucaramanga A.M.,2023,Componente: lugar inadecuado para cocinar,0.7179,0.3074,0.1153,1.3205,0.922,752,42.82,NO PUBLICAR,
Bucaramanga A.M.,2023,Componente: sin recoleccion de basuras,1.9365,1.5881,0.0,5.0492,9.235,752,82.01,NO PUBLICAR,
Bucaramanga A.M.,2023,Paredes en material inadecuado,0.0,,0.0,0.4314,,752,,PRECAUCION,sin casos en la muestra; el IC95 llega hasta 0.43%
Bucaramanga A.M.,2023,"Pisos de tierra, arena o barro",0.0,,0.0,0.4314,,752,,PRECAUCION,sin casos en la muestra; el IC95 llega hasta 0.43%
Bucaramanga A.M.,2023,Hogares en estrato 1 o 2,45.3566,5.8625,33.8661,56.8472,9.643,752,12.93,ACEPTABLE,
Bucaramanga A.M.,2023,Hogares en estrato 3,31.8524,5.3551,21.3563,42.3484,9.187,752,16.81,PRECAUCION,
Bucaramanga A.M.,2023,"Hogares en estrato 4, 5 o 6",22.791,4.4926,13.9856,31.5964,7.976,752,19.71,PRECAUCION,
Bucaramanga A.M.,2023,Hogares sin estrato o no informa,0.0,,0.0,0.4314,,752,,PRECAUCION,sin casos en la muestra; el IC95 llega hasta 0.43%
Manizales A.M.,2023,Deficit habitacional total,8.5838,1.4989,5.6459,11.5216,1.837,712,17.46,PRECAUCION,
Manizales A.M.,2023,Deficit habitacional cuantitativo,0.5418,0.3205,0.0,1.1701,1.223,712,59.15,NO PUBLICAR,
Manizales A.M.,2023,Deficit habitacional cualitativo,8.0419,1.4084,5.2815,10.8023,1.721,712,17.51,PRECAUCION,
Manizales A.M.,2023,Componente: hacinamiento mitigable,4.6211,1.0249,2.6124,6.6298,1.529,712,22.18,PRECAUCION,
Manizales A.M.,2023,Componente: alcantarillado o sanitario inadecuado,0.4727,0.3489,0.0,1.1565,1.66,712,73.79,NO PUBLICAR,
Manizales A.M.,2023,Componente: sin acueducto,0.4755,0.3512,0.0,1.1638,1.672,712,73.86,NO PUBLICAR,
Manizales A.M.,2023,Componente: lugar inadecuado para cocinar,3.3866,0.9344,1.5552,5.2179,1.712,712,27.59,NO PUBLICAR,
Manizales A.M.,2023,Componente: sin recoleccion de basuras,0.1466,0.1465,0.0,0.4338,0.941,712,99.93,NO PUBLICAR,
Manizales A.M.,2023,Paredes en material inadecuado,0.4229,0.3012,0.0,1.0131,1.382,712,71.22,NO PUBLICAR,
Manizales A.M.,2023,"Pisos de tierra, arena o barro",0.0,,0.0,0.4676,,712,,PRECAUCION,sin casos en la muestra; el IC95 llega hasta 0.47%
Manizales A.M.,2023,Hogares en estrato 1 o 2,32.8998,5.1934,22.7207,43.0789,7.839,712,15.79,PRECAUCION,
Manizales A.M.,2023,Hogares en estrato 3,40.801,5.312,30.3894,51.2126,7.496,712,13.02,ACEPTABLE,
Manizales A.M.,2023,"Hogares en estrato 4, 5 o 6",25.9811,4.8854,16.4058,35.5565,7.963,712,18.8,PRECAUCION,
Manizales A.M.,2023,Hogares sin estrato o no informa,0.318,0.3178,0.0,0.9409,2.044,712,99.93,NO PUBLICAR,
Pereira A.M.,2023,Deficit habitacional total,16.5291,2.4394,11.7479,21.3104,2.682,715,14.76,ACEPTABLE,
Pereira A.M.,2023,Deficit habitacional cuantitativo,2.4589,1.0236,0.4525,4.4652,2.716,715,41.63,NO PUBLICAR,
Pereira A.M.,2023,Deficit habitacional cualitativo,14.0703,2.0435,10.065,18.0756,2.147,715,14.52,ACEPTABLE,
Pereira A.M.,2023,Componente: hacinamiento mitigable,11.0903,1.7403,7.6792,14.5013,1.91,715,15.69,PRECAUCION,
Pereira A.M.,2023,Componente: alcantarillado o sanitario inadecuado,2.0405,1.0007,0.0791,4.0018,3.115,715,49.04,NO PUBLICAR,
Pereira A.M.,2023,Componente: sin acueducto,0.5503,0.4065,0.0,1.3471,1.877,715,73.87,NO PUBLICAR,
Pereira A.M.,2023,Componente: lugar inadecuado para cocinar,0.9855,0.4068,0.1882,1.7827,1.054,715,41.28,NO PUBLICAR,
Pereira A.M.,2023,Componente: sin recoleccion de basuras,0.0573,0.0575,0.0,0.17,0.359,715,100.26,NO PUBLICAR,
Pereira A.M.,2023,Paredes en material inadecuado,1.1451,0.8019,0.0,2.7168,3.532,715,70.03,NO PUBLICAR,
Pereira A.M.,2023,"Pisos de tierra, arena o barro",0.2941,0.2077,0.0,0.7013,0.915,715,70.62,NO PUBLICAR,
Pereira A.M.,2023,Hogares en estrato 1 o 2,52.3615,5.5328,41.5173,63.2057,7.63,715,10.57,ACEPTABLE,
Pereira A.M.,2023,Hogares en estrato 3,23.9205,4.1668,15.7535,32.0875,5.932,715,17.42,PRECAUCION,
Pereira A.M.,2023,"Hogares en estrato 4, 5 o 6",23.1545,4.2961,14.7341,31.575,6.449,715,18.55,PRECAUCION,
Pereira A.M.,2023,Hogares sin estrato o no informa,0.5635,0.343,0.0,1.2358,1.305,715,60.86,NO PUBLICAR,
Cúcuta A.M.,2023,Deficit habitacional total,32.3878,3.0197,26.4692,38.3063,2.958,800,9.32,ACEPTABLE,
Cúcuta A.M.,2023,Deficit habitacional cuantitativo,9.25,1.8434,5.6369,12.863,2.876,800,19.93,PRECAUCION,
Cúcuta A.M.,2023,Deficit habitacional cualitativo,23.1378,2.055,19.11,27.1656,1.687,800,8.88,ACEPTABLE,
Cúcuta A.M.,2023,Componente: hacinamiento mitigable,18.3126,1.5995,15.1776,21.4476,1.215,800,8.73,ACEPTABLE,
Cúcuta A.M.,2023,Componente: alcantarillado o sanitario inadecuado,1.1476,0.7854,0.0,2.687,3.863,800,68.44,NO PUBLICAR,
Cúcuta A.M.,2023,Componente: sin acueducto,0.22,0.2198,0.0,0.6507,1.563,800,99.9,NO PUBLICAR,
Cúcuta A.M.,2023,Componente: lugar inadecuado para cocinar,7.2211,1.3971,4.4828,9.9595,2.07,800,19.35,PRECAUCION,
Cúcuta A.M.,2023,Componente: sin recoleccion de basuras,0.1188,0.1187,0.0,0.3514,0.843,800,99.9,NO PUBLICAR,
Cúcuta A.M.,2023,Paredes en material inadecuado,6.9957,1.7484,3.5689,10.4225,3.338,800,24.99,PRECAUCION,
Cúcuta A.M.,2023,"Pisos de tierra, arena o barro",2.2008,0.7002,0.8284,3.5733,1.618,800,31.82,NO PUBLICAR,
Cúcuta A.M.,2023,Hogares en estrato 1 o 2,72.4585,4.7449,63.1585,81.7585,8.015,800,6.55,ACEPTABLE,
Cúcuta A.M.,2023,Hogares en estrato 3,16.9542,3.916,9.2789,24.6296,7.737,800,23.1,PRECAUCION,
Cúcuta A.M.,2023,"Hogares en estrato 4, 5 o 6",10.4685,3.1769,4.2417,16.6952,7.65,800,30.35,NO PUBLICAR,
Cúcuta A.M.,2023,Hogares sin estrato o no informa,0.1188,0.1187,0.0,0.3514,0.843,800,99.9,NO PUBLICAR,
Ibagué,2023,Deficit habitacional total,9.6297,1.6261,6.4427,12.8168,1.553,569,16.89,PRECAUCION,
Ibagué,2023,Deficit habitacional cuantitativo,1.4098,0.6715,0.0936,2.726,1.658,569,47.63,NO PUBLICAR,
Ibagué,2023,Deficit habitacional cualitativo,8.2199,1.4933,5.2931,11.1467,1.511,569,18.17,PRECAUCION,
Ibagué,2023,Componente: hacinamiento mitigable,6.3936,1.1899,4.0613,8.7258,1.209,569,18.61,PRECAUCION,
Ibagué,2023,Componente: alcantarillado o sanitario inadecuado,0.5179,0.3671,0.0,1.2374,1.336,569,70.87,NO PUBLICAR,
Ibagué,2023,Componente: sin acueducto,0.638,0.3689,0.0,1.3611,1.097,569,57.82,NO PUBLICAR,
Ibagué,2023,Componente: lugar inadecuado para cocinar,1.0981,0.4755,0.1661,2.0301,1.064,569,43.3,NO PUBLICAR,
Ibagué,2023,Componente: sin recoleccion de basuras,0.6623,0.4885,0.0,1.6198,1.854,569,73.76,NO PUBLICAR,
Ibagué,2023,Paredes en material inadecuado,0.9103,0.6146,0.0,2.1148,2.14,569,67.52,NO PUBLICAR,
Ibagué,2023,"Pisos de tierra, arena o barro",0.3749,0.2791,0.0,0.9218,1.066,569,74.44,NO PUBLICAR,
Ibagué,2023,Hogares en estrato 1 o 2,56.3779,5.7795,45.0502,67.7056,6.941,569,10.25,ACEPTABLE,
Ibagué,2023,Hogares en estrato 3,26.3853,4.9174,16.7473,36.0233,6.362,569,18.64,PRECAUCION,
Ibagué,2023,"Hogares en estrato 4, 5 o 6",15.5796,4.2063,7.3352,23.824,6.875,569,27.0,NO PUBLICAR,
Ibagué,2023,Hogares sin estrato o no informa,1.6572,0.5491,0.581,2.7334,0.945,569,33.13,NO PUBLICAR,
Pasto,2023,Deficit habitacional total,7.9532,2.1518,3.7356,12.1708,2.339,434,27.06,NO PUBLICAR,
Pasto,2023,Deficit habitacional cuantitativo,0.0,,0.0,0.8113,,434,,PRECAUCION,sin casos en la muestra; el IC95 llega hasta 0.81%
Pasto,2023,Deficit habitacional cualitativo,7.9532,2.1518,3.7356,12.1708,2.339,434,27.06,NO PUBLICAR,
Pasto,2023,Componente: hacinamiento mitigable,5.1313,1.5371,2.1186,8.144,1.795,434,29.95,NO PUBLICAR,
Pasto,2023,Componente: alcantarillado o sanitario inadecuado,0.0,,0.0,0.8113,,434,,PRECAUCION,sin casos en la muestra; el IC95 llega hasta 0.81%
Pasto,2023,Componente: sin acueducto,0.0,,0.0,0.8113,,434,,PRECAUCION,sin casos en la muestra; el IC95 llega hasta 0.81%
Pasto,2023,Componente: lugar inadecuado para cocinar,3.1142,1.1546,0.8512,5.3772,1.634,434,37.08,NO PUBLICAR,
Pasto,2023,Componente: sin recoleccion de basuras,0.0,,0.0,0.8113,,434,,PRECAUCION,sin casos en la muestra; el IC95 llega hasta 0.81%
Pasto,2023,Paredes en material inadecuado,0.0,,0.0,0.8113,,434,,PRECAUCION,sin casos en la muestra; el IC95 llega hasta 0.81%
Pasto,2023,"Pisos de tierra, arena o barro",0.3158,0.2344,0.0,0.7752,0.646,434,74.24,NO PUBLICAR,
Pasto,2023,Hogares en estrato 1 o 2,61.4892,6.6567,48.442,74.5364,6.92,434,10.83,ACEPTABLE,
Pasto,2023,Hogares en estrato 3,23.7175,5.3508,13.2299,34.205,5.852,434,22.56,PRECAUCION,
Pasto,2023,"Hogares en estrato 4, 5 o 6",13.4962,4.7195,4.246,22.7464,7.055,434,34.97,NO PUBLICAR,
Pasto,2023,Hogares sin estrato o no informa,1.2971,0.8218,0.0,2.9078,1.951,434,63.36,NO PUBLICAR,
Villavicencio,2023,Deficit habitacional total,15.5485,2.8852,9.8936,21.2034,4.347,743,18.56,PRECAUCION,
Villavicencio,2023,Deficit habitacional cuantitativo,0.2773,0.1966,0.0,0.6626,0.958,743,70.9,NO PUBLICAR,
Villavicencio,2023,Deficit habitacional cualitativo,15.2713,2.8505,9.6842,20.8583,4.306,743,18.67,PRECAUCION,
Villavicencio,2023,Componente: hacinamiento mitigable,7.4404,1.145,5.1962,9.6846,1.305,743,15.39,PRECAUCION,
Villavicencio,2023,Componente: alcantarillado o sanitario inadecuado,5.7208,2.1897,1.429,10.0126,6.096,743,38.28,NO PUBLICAR,
Villavicencio,2023,Componente: sin acueducto,3.0167,1.51,0.0572,5.9762,5.344,743,50.05,NO PUBLICAR,
Villavicencio,2023,Componente: lugar inadecuado para cocinar,1.5259,0.4642,0.616,2.4358,0.984,743,30.42,NO PUBLICAR,
Villavicencio,2023,Componente: sin recoleccion de basuras,0.2917,0.2923,0.0,0.8645,2.014,743,100.18,NO PUBLICAR,
Villavicencio,2023,Paredes en material inadecuado,0.1297,0.13,0.0,0.3845,0.896,743,100.3,NO PUBLICAR,
Villavicencio,2023,"Pisos de tierra, arena o barro",0.0985,0.0985,0.0,0.2915,0.676,743,99.97,NO PUBLICAR,
Villavicencio,2023,Hogares en estrato 1 o 2,55.1515,5.6398,44.0975,66.2056,8.818,743,10.23,ACEPTABLE,
Villavicencio,2023,Hogares en estrato 3,33.8483,5.2458,23.5666,44.1301,8.427,743,15.5,PRECAUCION,
Villavicencio,2023,"Hogares en estrato 4, 5 o 6",8.5063,2.7569,3.1029,13.9098,6.696,743,32.41,NO PUBLICAR,
Villavicencio,2023,Hogares sin estrato o no informa,2.4938,1.4899,0.0,5.4139,6.26,743,59.74,NO PUBLICAR,
Montería,2023,Deficit habitacional total,21.4261,3.6094,14.3516,28.5006,3.365,500,16.85,PRECAUCION,
Montería,2023,Deficit habitacional cuantitativo,1.2088,0.4965,0.2356,2.1819,0.898,500,41.08,NO PUBLICAR,
Montería,2023,Deficit habitacional cualitativo,20.2174,3.5037,13.35,27.0847,3.31,500,17.33,PRECAUCION,
Montería,2023,Componente: hacinamiento mitigable,14.0155,2.1728,9.7568,18.2743,1.704,500,15.5,PRECAUCION,
Montería,2023,Componente: alcantarillado o sanitario inadecuado,6.1978,2.8047,0.7007,11.695,5.884,500,45.25,NO PUBLICAR,
Montería,2023,Componente: sin acueducto,0.6928,0.4047,0.0,1.486,1.035,500,58.41,NO PUBLICAR,
Montería,2023,Componente: lugar inadecuado para cocinar,2.5515,0.7706,1.0412,4.0618,1.038,500,30.2,NO PUBLICAR,
Montería,2023,Componente: sin recoleccion de basuras,0.3048,0.305,0.0,0.9026,1.332,500,100.08,NO PUBLICAR,
Montería,2023,Paredes en material inadecuado,0.8672,0.4237,0.0368,1.6975,0.908,500,48.86,NO PUBLICAR,
Montería,2023,"Pisos de tierra, arena o barro",2.8836,1.0025,0.9186,4.8485,1.561,500,34.77,NO PUBLICAR,
Montería,2023,Hogares en estrato 1 o 2,80.394,5.208,70.1864,90.6017,7.483,500,6.48,ACEPTABLE,
Montería,2023,Hogares en estrato 3,6.2375,2.5746,1.1912,11.2838,4.929,500,41.28,NO PUBLICAR,
Montería,2023,"Hogares en estrato 4, 5 o 6",12.8264,4.6585,3.6956,21.9571,8.441,500,36.32,NO PUBLICAR,
Montería,2023,Hogares sin estrato o no informa,0.5421,0.5425,0.0,1.6055,2.374,500,100.08,NO PUBLICAR,
Cartagena,2023,Deficit habitacional total,28.236,3.8978,20.5963,35.8756,5.223,756,13.8,ACEPTABLE,
Cartagena,2023,Deficit habitacional cuantitativo,9.1653,2.8154,3.6471,14.6836,6.632,756,30.72,NO PUBLICAR,
Cartagena,2023,Deficit habitacional cualitativo,19.0706,2.4023,14.362,23.7792,2.605,756,12.6,ACEPTABLE,
Cartagena,2023,Componente: hacinamiento mitigable,14.0792,1.7018,10.7437,17.4146,1.668,756,12.09,ACEPTABLE,
Cartagena,2023,Componente: alcantarillado o sanitario inadecuado,4.3383,1.7041,0.9983,7.6784,4.874,756,39.28,NO PUBLICAR,
Cartagena,2023,Componente: sin acueducto,1.2267,0.5081,0.2309,2.2226,1.484,756,41.42,NO PUBLICAR,
Cartagena,2023,Componente: lugar inadecuado para cocinar,3.5142,0.7721,2.0008,5.0275,1.225,756,21.97,PRECAUCION,
Cartagena,2023,Componente: sin recoleccion de basuras,2.142,1.4566,0.0,4.9969,7.051,756,68.0,NO PUBLICAR,
Cartagena,2023,Paredes en material inadecuado,7.9987,2.7839,2.5423,13.4551,7.336,756,34.8,NO PUBLICAR,
Cartagena,2023,"Pisos de tierra, arena o barro",5.8916,2.2207,1.5389,10.2442,6.196,756,37.69,NO PUBLICAR,
Cartagena,2023,Hogares en estrato 1 o 2,65.4308,5.4358,54.7766,76.085,9.1,756,8.31,ACEPTABLE,
Cartagena,2023,Hogares en estrato 3,18.6105,4.4814,9.8269,27.3941,9.236,756,24.08,PRECAUCION,
Cartagena,2023,"Hogares en estrato 4, 5 o 6",10.5272,3.4972,3.6727,17.3816,9.045,756,33.22,NO PUBLICAR,
Cartagena,2023,Hogares sin estrato o no informa,5.4316,2.6404,0.2565,10.6067,9.454,756,48.61,NO PUBLICAR,
Neiva,2023,Deficit habitacional total,16.4425,3.5514,9.4818,23.4033,4.447,548,21.6,PRECAUCION,
Neiva,2023,Deficit habitacional cuantitativo,4.7084,1.8157,1.1496,8.2672,3.559,548,38.56,NO PUBLICAR,
Neiva,2023,Deficit habitacional cualitativo,11.7341,2.1173,7.5841,15.8841,2.097,548,18.04,PRECAUCION,
Neiva,2023,Componente: hacinamiento mitigable,8.7816,1.6061,5.6336,11.9295,1.56,548,18.29,PRECAUCION,
Neiva,2023,Componente: alcantarillado o sanitario inadecuado,1.1161,0.6628,0.0,2.4152,1.928,548,59.39,NO PUBLICAR,
Neiva,2023,Componente: sin acueducto,0.0,,0.0,0.6193,,548,,PRECAUCION,sin casos en la muestra; el IC95 llega hasta 0.62%
Neiva,2023,Componente: lugar inadecuado para cocinar,2.6493,0.7782,1.124,4.1746,1.137,548,29.37,NO PUBLICAR,
Neiva,2023,Componente: sin recoleccion de basuras,2.126,1.5514,0.0,5.1668,5.603,548,72.97,NO PUBLICAR,
Neiva,2023,Paredes en material inadecuado,3.6922,1.6112,0.5342,6.8503,3.536,548,43.64,NO PUBLICAR,
Neiva,2023,"Pisos de tierra, arena o barro",2.9761,1.8084,0.0,6.5205,5.486,548,60.76,NO PUBLICAR,
Neiva,2023,Hogares en estrato 1 o 2,81.988,4.6642,72.8462,91.1299,7.136,548,5.69,ACEPTABLE,
Neiva,2023,Hogares en estrato 3,10.196,3.5813,3.1766,17.2154,6.785,548,35.12,NO PUBLICAR,
Neiva,2023,"Hogares en estrato 4, 5 o 6",7.2263,3.1219,1.1074,13.3452,7.042,548,43.2,NO PUBLICAR,
Neiva,2023,Hogares sin estrato o no informa,0.5896,0.2882,0.0248,1.1545,0.686,548,48.87,NO PUBLICAR,
Armenia,2023,Deficit habitacional total,8.3429,1.9068,4.6057,12.0802,3.285,757,22.85,PRECAUCION,
Armenia,2023,Deficit habitacional cuantitativo,2.7506,1.1691,0.4592,5.0421,3.53,757,42.5,NO PUBLICAR,
Armenia,2023,Deficit habitacional cualitativo,5.5923,1.0936,3.4487,7.7358,1.565,757,19.56,PRECAUCION,
Armenia,2023,Componente: hacinamiento mitigable,3.9443,0.914,2.1528,5.7358,1.524,757,23.17,PRECAUCION,
Armenia,2023,Componente: alcantarillado o sanitario inadecuado,0.5288,0.3731,0.0,1.26,1.828,757,70.55,NO PUBLICAR,
Armenia,2023,Componente: sin acueducto,0.0,,0.0,0.4342,,757,,PRECAUCION,sin casos en la muestra; el IC95 llega hasta 0.43%
Armenia,2023,Componente: lugar inadecuado para cocinar,1.0369,0.3732,0.3055,1.7684,0.938,757,35.99,NO PUBLICAR,
Armenia,2023,Componente: sin recoleccion de basuras,0.4514,0.3676,0.0,1.1719,2.077,757,81.42,NO PUBLICAR,
Armenia,2023,Paredes en material inadecuado,2.5635,1.0787,0.4493,4.6777,3.219,757,42.08,NO PUBLICAR,
Armenia,2023,"Pisos de tierra, arena o barro",0.0,,0.0,0.4342,,757,,PRECAUCION,sin casos en la muestra; el IC95 llega hasta 0.43%
Armenia,2023,Hogares en estrato 1 o 2,46.063,5.4692,35.3434,56.7826,8.318,757,11.87,ACEPTABLE,
Armenia,2023,Hogares en estrato 3,33.0624,5.0673,23.1306,42.9943,8.016,757,15.33,PRECAUCION,
Armenia,2023,"Hogares en estrato 4, 5 o 6",20.6036,4.5529,11.6799,29.5272,8.755,757,22.1,PRECAUCION,
Armenia,2023,Hogares sin estrato o no informa,0.271,0.1908,0.0,0.6449,0.93,757,70.39,NO PUBLICAR,
