ciudad,anio,indicador,valor_pct,error_estandar,ic95_inf,ic95_sup,deff,n_muestral,cv_pct,etiqueta_confiabilidad,nota
Ibagué,2025,"Hogares en estrato 4, 5 o 6",12.6964,3.9565,4.9416,20.4512,8.53,676,31.16,NO PUBLICAR,
Ibagué,2025,Hogares sin estrato o no informa,0.0,,0.0,0.4967,,676,,PRECAUCION,sin casos en la muestra; el IC95 llega hasta 0.50%
Pasto,2025,Deficit habitacional total,10.3051,2.8503,4.7184,15.8917,4.083,497,27.66,NO PUBLICAR,
Pasto,2025,Deficit habitacional cuantitativo,0.4211,0.4196,0.0,1.2435,1.95,497,99.62,NO PUBLICAR,
Pasto,2025,Deficit habitacional cualitativo,9.8839,2.8544,4.2893,15.4785,4.249,497,28.88,NO PUBLICAR,
Pasto,2025,Componente: hacinamiento mitigable,4.4013,1.0233,2.3957,6.4069,1.156,497,23.25,PRECAUCION,
Pasto,2025,Componente: alcantarillado o sanitario inadecuado,2.5817,2.5654,0.0,7.6099,12.156,497,99.37,NO PUBLICAR,
Pasto,2025,Componente: sin acueducto,0.0,,0.0,0.6458,,497,,PRECAUCION,sin casos en la muestra; el IC95 llega hasta 0.65%
Pasto,2025,Componente: lugar inadecuado para cocinar,3.2205,1.343,0.5883,5.8527,2.688,497,41.7,NO PUBLICAR,
Pasto,2025,Componente: sin recoleccion de basuras,0.0,,0.0,0.6458,,497,,PRECAUCION,sin casos en la muestra; el IC95 llega hasta 0.65%
Pasto,2025,Paredes en material inadecuado,0.4211,0.4196,0.0,1.2435,1.95,497,99.62,NO PUBLICAR,
Pasto,2025,"Pisos de tierra, arena o barro",0.204,0.2033,0.0,0.6025,0.943,497,99.62,NO PUBLICAR,
Pasto,2025,Hogares en estrato 1 o 2,62.8284,6.776,49.5475,76.1094,9.133,497,10.78,ACEPTABLE,
Pasto,2025,Hogares en estrato 3,27.2401,6.3513,14.7916,39.6886,9.455,497,23.32,PRECAUCION,
Pasto,2025,"Hogares en estrato 4, 5 o 6",9.9315,3.9663,2.1576,17.7054,8.17,497,39.94,NO PUBLICAR,
Pasto,2025,Hogares sin estrato o no informa,0.0,,0.0,0.6458,,497,,PRECAUCION,sin casos en la muestra; el IC95 llega hasta 0.65%
Villavicencio,2025,Deficit habitacional total,19.4243,2.5786,14.3703,24.4784,2.878,749,13.28,ACEPTABLE,
Villavicencio,2025,Deficit habitacional cuantitativo,2.6328,0.7437,1.1751,4.0905,1.462,749,28.25,NO PUBLICAR,
Villavicencio,2025,Deficit habitacional cualitativo,16.7915,2.4222,12.0441,21.539,2.845,749,14.42,ACEPTABLE,
Villavicencio,2025,Componente: hacinamiento mitigable,12.0538,1.6295,8.8601,15.2475,1.697,749,13.52,ACEPTABLE,
Villavicencio,2025,Componente: alcantarillado o sanitario inadecuado,0.9181,0.6494,0.0,2.1909,3.141,749,70.73,NO PUBLICAR,
Villavicencio,2025,Componente: sin acueducto,3.4421,1.7637,0.0,6.899,6.341,749,51.24,NO PUBLICAR,
Villavicencio,2025,Componente: lugar inadecuado para cocinar,1.3396,0.4207,0.515,2.1641,0.907,749,31.41,NO PUBLICAR,
Villavicencio,2025,Componente: sin recoleccion de basuras,0.0609,0.0612,0.0,0.1809,0.418,749,100.63,NO PUBLICAR,
Villavicencio,2025,Paredes en material inadecuado,0.4787,0.2815,0.0,1.0303,1.126,749,58.8,NO PUBLICAR,
Villavicencio,2025,"Pisos de tierra, arena o barro",0.0,,0.0,0.4428,,749,,PRECAUCION,sin casos en la muestra; el IC95 llega hasta 0.44%
Villavicencio,2025,Hogares en estrato 1 o 2,56.472,5.3518,45.9825,66.9615,7.893,749,9.48,ACEPTABLE,
Villavicencio,2025,Hogares en estrato 3,38.1522,5.1547,28.0491,48.2554,7.628,749,13.51,ACEPTABLE,
Villavicencio,2025,"Hogares en estrato 4, 5 o 6",5.3149,2.4,0.6109,10.0189,7.754,749,45.16,NO PUBLICAR,
Villavicencio,2025,Hogares sin estrato o no informa,0.0609,0.0612,0.0,0.1809,0.418,749,100.63,NO PUBLICAR,
Montería,2025,Deficit habitacional total,15.2354,3.4912,8.3927,22.0782,4.109,537,22.91,PRECAUCION,
Montería,2025,Deficit habitacional cuantitativo,1.7267,0.6811,0.3918,3.0617,1.19,537,39.44,NO PUBLICAR,
Montería,2025,Deficit habitacional cualitativo,13.5087,3.1404,7.3536,19.6638,3.675,537,23.25,PRECAUCION,
Montería,2025,Componente: hacinamiento mitigable,10.013,1.742,6.5988,13.4272,1.466,537,17.4,PRECAUCION,
Montería,2025,Componente: alcantarillado o sanitario inadecuado,3.0514,2.7765,0.0,8.4934,11.346,537,90.99,NO PUBLICAR,
Montería,2025,Componente: sin acueducto,0.0,,0.0,0.689,,537,,PRECAUCION,sin casos en la muestra; el IC95 llega hasta 0.69%
Montería,2025,Componente: lugar inadecuado para cocinar,0.5371,0.3738,0.0,1.2698,1.139,537,69.6,NO PUBLICAR,
Montería,2025,Componente: sin recoleccion de basuras,0.0,,0.0,0.689,,537,,PRECAUCION,sin casos en la muestra; el IC95 llega hasta 0.69%
Montería,2025,Paredes en material inadecuado,1.3306,0.6313,0.0933,2.5679,1.322,537,47.44,NO PUBLICAR,
Montería,2025,"Pisos de tierra, arena o barro",1.8174,0.9553,0.0,3.6897,2.227,537,52.56,NO PUBLICAR,
Montería,2025,Hogares en estrato 1 o 2,79.6239,5.7062,68.4398,90.8081,8.738,537,7.17,ACEPTABLE,
Montería,2025,Hogares en estrato 3,15.1729,5.1366,5.1052,25.2407,8.926,537,33.85,NO PUBLICAR,
Montería,2025,"Hogares en estrato 4, 5 o 6",5.2031,2.9751,0.0,11.0343,7.813,537,57.18,NO PUBLICAR,
Montería,2025,Hogares sin estrato o no informa,0.0,,0.0,0.689,,537,,PRECAUCION,sin casos en la muestra; el IC95 llega hasta 0.69%
Cartagena,2025,Deficit habitacional total,23.1157,4.2472,14.7911,31.4403,6.969,778,18.37,PRECAUCION,
Cartagena,2025,Deficit habitacional cuantitativo,5.9004,2.1841,1.6196,10.1813,5.899,778,37.02,NO PUBLICAR,
Cartagena,2025,Deficit habitacional cualitativo,17.2152,3.078,11.1824,23.2481,4.565,778,17.88,PRECAUCION,
Cartagena,2025,Componente: hacinamiento mitigable,8.1962,1.3342,5.5813,10.8112,1.624,778,16.28,PRECAUCION,
Cartagena,2025,Componente: alcantarillado o sanitario inadecuado,8.6628,3.0156,2.7522,14.5733,7.892,778,34.81,NO PUBLICAR,
Cartagena,2025,Componente: sin acueducto,2.4889,1.0359,0.4586,4.5192,3.036,778,41.62,NO PUBLICAR,
Cartagena,2025,Componente: lugar inadecuado para cocinar,3.5103,0.9402,1.6676,5.353,1.792,778,26.78,NO PUBLICAR,
Cartagena,2025,Componente: sin recoleccion de basuras,3.5654,1.8663,0.0,7.2234,6.956,778,52.34,NO PUBLICAR,
Cartagena,2025,Paredes en material inadecuado,5.2069,1.9335,1.4172,8.9966,5.201,778,37.13,NO PUBLICAR,
Cartagena,2025,"Pisos de tierra, arena o barro",2.4089,1.0263,0.3974,4.4204,3.076,778,42.6,NO PUBLICAR,
Cartagena,2025,Hogares en estrato 1 o 2,70.0053,5.2193,59.7754,80.2352,8.908,778,7.46,ACEPTABLE,
Cartagena,2025,Hogares en estrato 3,18.6311,4.2228,10.3545,26.9077,8.077,778,22.67,PRECAUCION,
Cartagena,2025,"Hogares en estrato 4, 5 o 6",6.0841,2.3596,1.4593,10.7088,6.69,778,38.78,NO PUBLICAR,
Cartagena,2025,Hogares sin estrato o no informa,5.2795,3.2255,0.0,11.6015,14.285,778,61.09,NO PUBLICAR,
Neiva,2025,Deficit habitacional total,13.5935,2.5789,8.5388,18.6482,2.845,583,18.97,PRECAUCION,
Neiva,2025,Deficit habitacional cuantitativo,1.3983,1.3922,0.0,4.1269,7.063,583,99.56,NO PUBLICAR,
Neiva,2025,Deficit habitacional cualitativo,12.1953,1.7989,8.6694,15.7211,1.518,583,14.75,ACEPTABLE,
Neiva,2025,Componente: hacinamiento mitigable,6.5588,1.2432,4.1221,8.9955,1.267,583,18.95,PRECAUCION,
Neiva,2025,Componente: alcantarillado o sanitario inadecuado,0.7942,0.7907,0.0,2.3441,3.987,583,99.56,NO PUBLICAR,
Neiva,2025,Componente: sin acueducto,0.0,,0.0,0.5971,,583,,PRECAUCION,sin casos en la muestra; el IC95 llega hasta 0.60%
Neiva,2025,Componente: lugar inadecuado para cocinar,5.0024,1.1869,2.6762,7.3287,1.489,583,23.73,PRECAUCION,
Neiva,2025,Componente: sin recoleccion de basuras,0.0,,0.0,0.5971,,583,,PRECAUCION,sin casos en la muestra; el IC95 llega hasta 0.60%
Neiva,2025,Paredes en material inadecuado,1.3983,1.3922,0.0,4.1269,7.063,583,99.56,NO PUBLICAR,
Neiva,2025,"Pisos de tierra, arena o barro",1.208,1.0882,0.0,3.3408,4.985,583,90.08,NO PUBLICAR,
Neiva,2025,Hogares en estrato 1 o 2,73.0758,5.9155,61.4815,84.6701,8.936,583,8.09,ACEPTABLE,
Neiva,2025,Hogares en estrato 3,17.2119,5.0759,7.2631,27.1607,9.084,583,29.49,NO PUBLICAR,
Neiva,2025,"Hogares en estrato 4, 5 o 6",6.9128,3.1727,0.6942,13.1313,7.859,583,45.9,NO PUBLICAR,
Neiva,2025,Hogares sin estrato o no informa,2.7996,2.1911,0.0,7.0941,8.864,583,78.27,NO PUBLICAR,
Armenia,2025,Deficit habitacional total,10.9558,2.3064,6.4353,15.4763,3.61,740,21.05,PRECAUCION,
Armenia,2025,Deficit habitacional cuantitativo,1.4199,0.7342,0.0,2.859,2.55,740,51.71,NO PUBLICAR,
Armenia,2025,Deficit habitacional cualitativo,9.5359,1.9999,5.6161,13.4558,3.07,740,20.97,PRECAUCION,
Armenia,2025,Componente: hacinamiento mitigable,6.0465,1.1517,3.7891,8.3039,1.546,740,19.05,PRECAUCION,
Armenia,2025,Componente: alcantarillado o sanitario inadecuado,2.9474,1.745,0.0,6.3677,7.049,740,59.21,NO PUBLICAR,
Armenia,2025,Componente: sin acueducto,1.0974,0.9617,0.0,2.9824,5.642,740,87.63,NO PUBLICAR,
Armenia,2025,Componente: lugar inadecuado para cocinar,0.8279,0.343,0.1556,1.5002,0.949,740,41.43,NO PUBLICAR,
Armenia,2025,Componente: sin recoleccion de basuras,2.691,1.7288,0.0,6.0794,7.557,740,64.24,NO PUBLICAR,
Armenia,2025,Paredes en material inadecuado,1.2284,0.7132,0.0,2.6262,2.776,740,58.06,NO PUBLICAR,
Armenia,2025,"Pisos de tierra, arena o barro",0.4978,0.3625,0.0,1.2083,1.756,740,72.81,NO PUBLICAR,
Armenia,2025,Hogares en estrato 1 o 2,47.1321,5.5233,36.3064,57.9577,8.107,740,11.72,ACEPTABLE,
Armenia,2025,Hogares en estrato 3,32.7479,5.0816,22.7879,42.708,7.764,740,15.52,PRECAUCION,
Armenia,2025,"Hogares en estrato 4, 5 o 6",19.2653,4.4028,10.6358,27.8948,8.252,740,22.85,PRECAUCION,
Armenia,2025,Hogares sin estrato o no informa,0.8547,0.5654,0.0,1.9629,2.498,740,66.16,NO PUBLICAR,
Santa Marta,2025,Deficit habitacional total,40.9435,5.4212,30.3179,51.5691,6.226,564,13.24,ACEPTABLE,
Santa Marta,2025,Deficit habitacional cuantitativo,4.2667,2.1413,0.0696,8.4637,5.75,564,50.19,NO PUBLICAR,
Santa Marta,2025,Deficit habitacional cualitativo,36.6768,5.0396,26.7993,46.5543,5.602,564,13.74,ACEPTABLE,
Santa Marta,2025,Componente: hacinamiento mitigable,18.8725,2.7185,13.5443,24.2007,2.472,564,14.4,ACEPTABLE,
Santa Marta,2025,Componente: alcantarillado o sanitario inadecuado,16.132,5.183,5.9733,26.2906,10.171,564,32.13,NO PUBLICAR,
Santa Marta,2025,Componente: sin acueducto,10.5415,4.1755,2.3576,18.7255,9.47,564,39.61,NO PUBLICAR,
Santa Marta,2025,Componente: lugar inadecuado para cocinar,11.5479,2.3985,6.8469,16.2488,2.885,564,20.77,PRECAUCION,
Santa Marta,2025,Componente: sin recoleccion de basuras,1.3808,0.8469,0.0,3.0408,2.698,564,61.34,NO PUBLICAR,
Santa Marta,2025,Paredes en material inadecuado,2.5608,1.7668,0.0,6.0236,6.408,564,68.99,NO PUBLICAR,
Santa Marta,2025,"Pisos de tierra, arena o barro",0.7303,0.4102,0.0,1.5343,1.189,564,56.17,NO PUBLICAR,
Santa Marta,2025,Hogares en estrato 1 o 2,51.3176,6.8887,37.8157,64.8196,9.73,564,13.42,ACEPTABLE,
Santa Marta,2025,Hogares en estrato 3,33.7462,6.3661,21.2686,46.2238,9.285,564,18.86,PRECAUCION,
Santa Marta,2025,"Hogares en estrato 4, 5 o 6",8.1596,3.4453,1.4068,14.9124,8.114,564,42.22,NO PUBLICAR,
Santa Marta,2025,Hogares sin estrato o no informa,6.7766,3.7149,0.0,14.0577,11.19,564,54.82,NO PUBLICAR,
Sincelejo,2025,Deficit habitacional total,23.1451,3.1174,17.0351,29.2551,2.527,524,13.47,ACEPTABLE,
Sincelejo,2025,Deficit habitacional cuantitativo,2.8248,1.1515,0.5678,5.0818,2.234,524,40.77,NO PUBLICAR,
Sincelejo,2025,Deficit habitacional cualitativo,20.3203,2.5596,15.3035,25.3371,1.871,524,12.6,ACEPTABLE,
Sincelejo,2025,Componente: hacinamiento mitigable,15.2574,1.8328,11.6652,18.8497,1.202,524,12.01,ACEPTABLE,
Sincelejo,2025,Componente: alcantarillado o sanitario inadecuado,2.2289,1.47,0.0,5.1102,4.586,524,65.95,NO PUBLICAR,
Sincelejo,2025,Componente: sin acueducto,1.1278,0.4919,0.1637,2.0919,1.003,524,43.61,NO PUBLICAR,
Sincelejo,2025,Componente: lugar inadecuado para cocinar,2.9215,1.0201,0.9221,4.9209,1.697,524,34.92,NO PUBLICAR,
Sincelejo,2025,Componente: sin recoleccion de basuras,2.0957,1.3823,0.0,4.8051,4.307,524,65.96,NO PUBLICAR,
Sincelejo,2025,Paredes en material inadecuado,2.1661,1.0725,0.0641,4.2681,2.51,524,49.51,NO PUBLICAR,
Sincelejo,2025,"Pisos de tierra, arena o barro",4.5093,1.7829,1.0148,8.0038,3.414,524,39.54,NO PUBLICAR,
Sincelejo,2025,Hogares en estrato 1 o 2,86.4275,4.4764,77.6537,95.2013,7.901,524,5.18,ACEPTABLE,
Sincelejo,2025,Hogares en estrato 3,8.4935,3.5895,1.458,15.529,7.667,524,42.26,NO PUBLICAR,
Sincelejo,2025,"Hogares en estrato 4, 5 o 6",5.0789,2.8096,0.0,10.5857,7.573,524,55.32,NO PUBLICAR,
Sincelejo,2025,Hogares sin estrato o no informa,0.0,,0.0,0.6487,,524,,PRECAUCION,sin casos en la muestra; el IC95 llega hasta 0.65%
Valledupar,2025,Deficit habitacional total,25.3524,3.9634,17.5842,33.1207,3.673,482,15.63,PRECAUCION,
Valledupar,2025,Deficit habitacional cuantitativo,2.6832,1.7566,0.0,6.1262,5.229,482,65.47,NO PUBLICAR,
Valledupar,2025,Deficit habitacional cualitativo,22.6692,3.6353,15.5441,29.7944,3.336,482,16.04,PRECAUCION,
Valledupar,2025,Componente: hacinamiento mitigable,15.9718,2.3363,11.3926,20.551,1.8,482,14.63,ACEPTABLE,
Valledupar,2025,Componente: alcantarillado o sanitario inadecuado,7.2671,3.4711,0.4638,14.0704,7.912,482,47.76,NO PUBLICAR,
Valledupar,2025,Componente: sin acueducto,0.2826,0.2824,0.0,0.8361,1.253,482,99.95,NO PUBLICAR,
Valledupar,2025,Componente: lugar inadecuado para cocinar,1.5036,0.5031,0.5175,2.4898,0.756,482,33.46,NO PUBLICAR,
Valledupar,2025,Componente: sin recoleccion de basuras,0.9694,0.5895,0.0,2.1248,1.602,482,60.8,NO PUBLICAR,
Valledupar,2025,Paredes en material inadecuado,2.2593,1.731,0.0,5.6521,6.004,482,76.62,NO PUBLICAR,
Valledupar,2025,"Pisos de tierra, arena o barro",1.98,1.73,0.0,5.3709,6.824,482,87.37,NO PUBLICAR,
Valledupar,2025,Hogares en estrato 1 o 2,68.9436,6.4625,56.277,81.6102,8.632,482,9.37,ACEPTABLE,
Valledupar,2025,Hogares en estrato 3,25.4411,5.903,13.8712,37.0109,8.129,482,23.2,PRECAUCION,
Valledupar,2025,"Hogares en estrato 4, 5 o 6",5.3328,2.748,0.0,10.7188,6.619,482,51.53,NO PUBLICAR,
Valledupar,2025,Hogares sin estrato o no informa,0.2826,0.2824,0.0,0.8361,1.253,482,99.95,NO PUBLICAR,
Popayán,2025,Deficit habitacional total,15.752,4.0002,7.9116,23.5925,6.542,590,25.4,NO PUBLICAR,
Popayán,2025,Deficit habitacional cuantitativo,5.6127,2.918,0.0,11.332,8.721,590,51.99,NO PUBLICAR,
Popayán,2025,Deficit habitacional cualitativo,10.1393,2.8742,4.506,15.7727,4.919,590,28.35,NO PUBLICAR,
Popayán,2025,Componente: hacinamiento mitigable,3.9373,1.1088,1.764,6.1106,1.764,590,28.16,NO PUBLICAR,
Popayán,2025,Componente: alcantarillado o sanitario inadecuado,4.2905,2.6348,0.0,9.4548,9.173,590,61.41,NO PUBLICAR,
Popayán,2025,Componente: sin acueducto,0.0,,0.0,0.5529,,590,,PRECAUCION,sin casos en la muestra; el IC95 llega hasta 0.55%
Popayán,2025,Componente: lugar inadecuado para cocinar,1.9086,1.1081,0.0,4.0805,3.559,590,58.06,NO PUBLICAR,
Popayán,2025,Componente: sin recoleccion de basuras,0.7348,0.7321,0.0,2.1697,3.987,590,99.64,NO PUBLICAR,
Popayán,2025,Paredes en material inadecuado,5.6127,2.918,0.0,11.332,8.721,590,51.99,NO PUBLICAR,
Popayán,2025,"Pisos de tierra, arena o barro",5.0912,2.5331,0.1264,10.0561,7.205,590,49.75,NO PUBLICAR,
Popayán,2025,Hogares en estrato 1 o 2,50.6443,6.5895,37.7289,63.5597,9.425,590,13.01,ACEPTABLE,
Popayán,2025,Hogares en estrato 3,30.0393,5.9091,18.4574,41.6212,9.015,590,19.67,PRECAUCION,
Popayán,2025,"Hogares en estrato 4, 5 o 6",19.3164,5.1007,9.3191,29.3137,9.057,590,26.41,NO PUBLICAR,
Popayán,2025,Hogares sin estrato o no informa,0.0,,0.0,0.5529,,590,,PRECAUCION,sin casos en la muestra; el IC95 llega hasta 0.55%
Tunja,2025,Deficit habitacional total,7.4622,2.3401,2.8755,12.0489,3.614,523,31.36,NO PUBLICAR,
Tunja,2025,Deficit habitacional cuantitativo,0.0,,0.0,0.6583,,523,,PRECAUCION,sin casos en la muestra; el IC95 llega hasta 0.66%
Tunja,2025,Deficit habitacional cualitativo,7.4622,2.3401,2.8755,12.0489,3.614,523,31.36,NO PUBLICAR,
Tunja,2025,Componente: hacinamiento mitigable,5.3271,1.2141,2.9475,7.7068,1.332,523,22.79,PRECAUCION,
Tunja,2025,Componente: alcantarillado o sanitario inadecuado,2.1351,2.1333,0.0,6.3163,9.926,523,99.92,NO PUBLICAR,
Tunja,2025,Componente: sin acueducto,0.0,,0.0,0.6583,,523,,PRECAUCION,sin casos en la muestra; el IC95 llega hasta 0.66%
Tunja,2025,Componente: lugar inadecuado para cocinar,0.0,,0.0,0.6583,,523,,PRECAUCION,sin casos en la muestra; el IC95 llega hasta 0.66%
Tunja,2025,Componente: sin recoleccion de basuras,0.0,,0.0,0.6583,,523,,PRECAUCION,sin casos en la muestra; el IC95 llega hasta 0.66%
Tunja,2025,Paredes en material inadecuado,0.0,,0.0,0.6583,,523,,PRECAUCION,sin casos en la muestra; el IC95 llega hasta 0.66%
Tunja,2025,"Pisos de tierra, arena o barro",0.0,,0.0,0.6583,,523,,PRECAUCION,sin casos en la muestra; el IC95 llega hasta 0.66%
Tunja,2025,Hogares en estrato 1 o 2,42.1198,6.6262,29.1325,55.1071,8.208,523,15.73,PRECAUCION,
Tunja,2025,Hogares en estrato 3,32.7104,5.6069,21.721,43.6999,6.509,523,17.14,PRECAUCION,
Tunja,2025,"Hogares en estrato 4, 5 o 6",25.1698,5.7222,13.9543,36.3853,7.923,523,22.73,PRECAUCION,
Tunja,2025,Hogares sin estrato o no informa,0.0,,0.0,0.6583,,523,,PRECAUCION,sin casos en la muestra; el IC95 llega hasta 0.66%
Riohacha,2025,Deficit habitacional total,44.1071,5.4559,33.4136,54.8006,5.631,502,12.37,ACEPTABLE,
Riohacha,2025,Deficit habitacional cuantitativo,4.5003,1.8991,0.778,8.2225,3.914,502,42.2,NO PUBLICAR,
Riohacha,2025,Deficit habitacional cualitativo,39.6069,4.7865,30.2253,48.9884,4.467,502,12.09,ACEPTABLE,
Riohacha,2025,Componente: hacinamiento mitigable,18.7618,2.0335,14.7762,22.7474,1.265,502,10.84,ACEPTABLE,
Riohacha,2025,Componente: alcantarillado o sanitario inadecuado,24.0023,5.4934,13.2351,34.7694,7.715,502,22.89,PRECAUCION,
Riohacha,2025,Componente: sin acueducto,6.9511,2.4474,2.1542,11.748,4.319,502,35.21,NO PUBLICAR,
Riohacha,2025,Componente: lugar inadecuado para cocinar,10.2766,1.9355,6.483,14.0701,1.895,502,18.83,PRECAUCION,
Riohacha,2025,Componente: sin recoleccion de basuras,7.8758,3.1451,1.7115,14.0401,6.358,502,39.93,NO PUBLICAR,
Riohacha,2025,Paredes en material inadecuado,3.3456,1.6918,0.0296,6.6616,4.128,502,50.57,NO PUBLICAR,
Riohacha,2025,"Pisos de tierra, arena o barro",3.4821,1.3216,0.8919,6.0723,2.423,502,37.95,NO PUBLICAR,
Riohacha,2025,Hogares en estrato 1 o 2,94.696,2.6752,89.4526,99.9395,6.645,502,2.83,EXCELENTE,
Riohacha,2025,Hogares en estrato 3,5.304,2.6752,0.0605,10.5474,6.645,502,50.44,NO PUBLICAR,
Riohacha,2025,"Hogares en estrato 4, 5 o 6",0.0,,0.0,0.6433,,502,,PRECAUCION,sin casos en la muestra; el IC95 llega hasta 0.64%
Riohacha,2025,Hogares sin estrato o no informa,0.0,,0.0,0.6433,,502,,PRECAUCION,sin casos en la muestra; el IC95 llega hasta 0.64%
Florencia,2025,Deficit habitacional total,26.7748,4.4093,18.1325,35.4171,6.655,761,16.47,PRECAUCION,
Florencia,2025,Deficit habitacional cuantitativo,6.2815,1.9428,2.4736,10.0895,4.303,761,30.93,NO PUBLICAR,
Florencia,2025,Deficit habitacional cualitativo,20.4933,3.5744,13.4875,27.4991,5.263,761,17.44,PRECAUCION,
Florencia,2025,Componente: hacinamiento mitigable,8.0785,1.1936,5.739,10.418,1.288,761,14.78,ACEPTABLE,
Florencia,2025,Componente: alcantarillado o sanitario inadecuado,13.1099,3.6413,5.973,20.2468,7.812,761,27.78,NO PUBLICAR,
Florencia,2025,Componente: sin acueducto,1.2469,0.8919,0.0,2.9951,4.336,761,71.53,NO PUBLICAR,
Florencia,2025,Componente: lugar inadecuado para cocinar,1.9128,0.8035,0.338,3.4876,2.309,761,42.0,NO PUBLICAR,
Florencia,2025,Componente: sin recoleccion de basuras,0.124,0.1242,0.0,0.3674,0.836,761,100.15,NO PUBLICAR,
Florencia,2025,Paredes en material inadecuado,5.6398,1.9285,1.86,9.4195,4.69,761,34.19,NO PUBLICAR,
Florencia,2025,"Pisos de tierra, arena o barro",1.3125,0.5606,0.2136,2.4113,1.629,761,42.72,NO PUBLICAR,
Florencia,2025,Hogares en estrato 1 o 2,97.6508,1.2027,95.2935,100.0,4.232,761,1.23,EXCELENTE,
Florencia,2025,Hogares en estrato 3,2.0097,1.1839,0.0,4.3302,4.777,761,58.91,NO PUBLICAR,
Florencia,2025,"Hogares en estrato 4, 5 o 6",0.0,,0.0,0.447,,761,,PRECAUCION,sin casos en la muestra; el IC95 llega hasta 0.45%
Florencia,2025,Hogares sin estrato o no informa,0.3395,0.242,0.0,0.8139,1.162,761,71.28,NO PUBLICAR,
Quibdó,2025,Deficit habitacional total,83.002,4.1306,74.9059,91.098,5.414,475,4.98,EXCELENTE,
Quibdó,2025,Deficit habitacional cuantitativo,13.2492,3.5818,6.229,20.2695,4.997,475,27.03,NO PUBLICAR,
Quibdó,2025,Deficit habitacional cualitativo,69.7528,4.699,60.5426,78.9629,4.685,475,6.74,ACEPTABLE,
Quibdó,2025,Componente: hacinamiento mitigable,5.3717,1.1778,3.0633,7.6801,1.222,475,21.93,PRECAUCION,
Quibdó,2025,Componente: alcantarillado o sanitario inadecuado,67.3498,5.0011,57.5477,77.1519,5.092,475,7.43,ACEPTABLE,
Quibdó,2025,Componente: sin acueducto,34.041,5.3727,23.5105,44.5716,5.755,475,15.78,PRECAUCION,
Quibdó,2025,Componente: lugar inadecuado para cocinar,2.5733,0.8456,0.916,4.2306,1.277,475,32.86,NO PUBLICAR,
Quibdó,2025,Componente: sin recoleccion de basuras,3.2052,1.702,0.0,6.5411,4.18,475,53.1,NO PUBLICAR,
Quibdó,2025,Paredes en material inadecuado,12.9186,3.4275,6.2006,19.6366,4.675,475,26.53,NO PUBLICAR,
Quibdó,2025,"Pisos de tierra, arena o barro",1.7782,0.8846,0.0445,3.512,2.005,475,49.74,NO PUBLICAR,
Quibdó,2025,Hogares en estrato 1 o 2,94.5096,2.6708,89.2748,99.7444,6.154,475,2.83,EXCELENTE,
Quibdó,2025,Hogares en estrato 3,5.4904,2.6708,0.2556,10.7252,6.154,475,48.65,NO PUBLICAR,
Quibdó,2025,"Hogares en estrato 4, 5 o 6",0.0,,0.0,0.6702,,475,,PRECAUCION,sin casos en la muestra; el IC95 llega hasta 0.67%
Quibdó,2025,Hogares sin estrato o no informa,0.0,,0.0,0.6702,,475,,PRECAUCION,sin casos en la muestra; el IC95 llega hasta 0.67%
