ciudad_nombre,area_hipotesis,area_confirmada,anio,mes,registros,hogares_unicos,duplicados_hogar,suma_fex_c18,suma_fex_c18_dedup,dif_fex_dedup,pct_dpto_esperado,pct_clase1,estado_geografico,observacion
Florencia,18,18,2025,Marzo 2025,667,667,0,61498.0,61498.0,0.0,100.0,100.0,VALIDO,
Quibdó,27,27,2025,Marzo 2025,684,684,0,38731.0,38731.0,0.0,100.0,100.0,VALIDO,
Bogotá D.C.,11,11,2025,Mayo 2025,795,795,0,3130908.0,3130908.0,0.0,100.0,100.0,VALIDO,
Medellín A.M.,05,05,2025,Mayo 2025,979,979,0,1570796.0,1570796.0,0.0,100.0,100.0,VALIDO,
Cali A.M.,76,76,2025,Mayo 2025,831,831,0,832846.0,832846.0,0.0,100.0,100.0,VALIDO,
Barranquilla A.M.,08,08,2025,Mayo 2025,675,675,0,596437.0,596437.0,0.0,100.0,100.0,VALIDO,
Bucaramanga A.M.,68,68,2025,Mayo 2025,734,734,0,438741.0,438741.0,0.0,100.0,100.0,VALIDO,
Manizales A.M.,17,17,2025,Mayo 2025,1004,1004,0,187762.0,187762.0,0.0,100.0,100.0,VALIDO,
Pereira A.M.,66,66,2025,Mayo 2025,904,904,0,248865.0,248865.0,0.0,100.0,100.0,VALIDO,
Cúcuta A.M.,54,54,2025,Mayo 2025,712,712,0,323009.0,323009.0,0.0,100.0,100.0,VALIDO,
Ibagué,73,73,2025,Mayo 2025,571,571,0,197781.0,197781.0,0.0,100.0,100.0,VALIDO,
Pasto,52,52,2025,Mayo 2025,743,743,0,115381.0,115381.0,0.0,100.0,100.0,VALIDO,
Villavicencio,50,50,2025,Mayo 2025,700,700,0,192354.0,192354.0,0.0,100.0,100.0,VALIDO,
Montería,23,23,2025,Mayo 2025,514,514,0,141726.0,141726.0,0.0,100.0,100.0,VALIDO,
Cartagena,13,13,2025,Mayo 2025,770,770,0,311721.0,311721.0,0.0,100.0,100.0,VALIDO,
Neiva,41,41,2025,Mayo 2025,651,651,0,122250.0,122250.0,0.0,100.0,100.0,VALIDO,
Armenia,63,63,2025,Mayo 2025,775,775,0,117101.0,117101.0,0.0,100.0,100.0,VALIDO,
Santa Marta,47,47,2025,Mayo 2025,669,669,0,156888.0,156888.0,0.0,100.0,100.0,VALIDO,
Sincelejo,70,70,2025,Mayo 2025,583,583,0,82339.0,82339.0,0.0,100.0,100.0,VALIDO,
Valledupar,20,20,2025,Mayo 2025,529,529,0,156479.0,156479.0,0.0,100.0,100.0,VALIDO,
Popayán,19,19,2025,Mayo 2025,667,667,0,110385.0,110385.0,0.0,100.0,100.0,VALIDO,
Tunja,15,15,2025,Mayo 2025,680,680,0,65481.0,65481.0,0.0,100.0,100.0,VALIDO,
Riohacha,44,44,2025,Mayo 2025,560,560,0,52956.0,52956.0,0.0,100.0,100.0,VALIDO,
Florencia,18,18,2025,Mayo 2025,693,693,0,61823.0,61823.0,0.0,100.0,100.0,VALIDO,
Quibdó,27,27,2025,Mayo 2025,710,710,0,38850.0,38850.0,0.0,100.0,100.0,VALIDO,
Bogotá D.C.,11,11,2025,Noviembre 2025,849,849,0,3170190.0,3170190.0,0.0,100.0,100.0,VALIDO,
Medellín A.M.,05,05,2025,Noviembre 2025,1008,1008,0,1596672.0,1596672.0,0.0,100.0,100.0,VALIDO,
Cali A.M.,76,76,2025,Noviembre 2025,849,849,0,842552.0,842552.0,0.0,100.0,100.0,VALIDO,
Barranquilla A.M.,08,08,2025,Noviembre 2025,667,667,0,603832.0,603832.0,0.0,100.0,100.0,VALIDO,
Bucaramanga A.M.,68,68,2025,Noviembre 2025,790,790,0,443957.0,443957.0,0.0,100.0,100.0,VALIDO,
Manizales A.M.,17,17,2025,Noviembre 2025,942,942,0,190064.0,190064.0,0.0,100.0,100.0,VALIDO,
Pereira A.M.,66,66,2025,Noviembre 2025,974,974,0,251757.0,251757.0,0.0,100.0,100.0,VALIDO,
Cúcuta A.M.,54,54,2025,Noviembre 2025,722,722,0,326204.0,326204.0,0.0,100.0,100.0,VALIDO,
Ibagué,73,73,2025,Noviembre 2025,555,555,0,199690.0,199690.0,0.0,100.0,100.0,VALIDO,
Pasto,52,52,2025,Noviembre 2025,747,747,0,116625.0,116625.0,0.0,100.0,100.0,VALIDO,
Villavicencio,50,50,2025,Noviembre 2025,709,709,0,194375.0,194375.0,0.0,100.0,100.0,VALIDO,
Montería,23,23,2025,Noviembre 2025,484,484,0,143393.0,143393.0,0.0,100.0,100.0,VALIDO,
Cartagena,13,13,2025,Noviembre 2025,752,752,0,315505.0,315505.0,0.0,100.0,100.0,VALIDO,
Neiva,41,41,2025,Noviembre 2025,640,640,0,123547.0,123547.0,0.0,100.0,100.0,VALIDO,
Armenia,63,63,2025,Noviembre 2025,773,773,0,118426.0,118426.0,0.0,100.0,100.0,VALIDO,
Santa Marta,47,47,2025,Noviembre 2025,685,685,0,158821.0,158821.0,0.0,100.0,100.0,VALIDO,
Sincelejo,70,70,2025,Noviembre 2025,585,585,0,83268.0,83268.0,0.0,100.0,100.0,VALIDO,
Valledupar,20,20,2025,Noviembre 2025,587,587,0,158765.0,158765.0,0.0,100.0,100.0,VALIDO,
Popayán,19,19,2025,Noviembre 2025,675,675,0,111491.0,111491.0,0.0,100.0,100.0,VALIDO,
Tunja,15,15,2025,Noviembre 2025,662,662,0,66317.0,66317.0,0.0,100.0,100.0,VALIDO,
Riohacha,44,44,2025,Noviembre 2025,544,544,0,53976.0,53976.0,0.0,100.0,100.0,VALIDO,
Florencia,18,18,2025,Noviembre 2025,670,670,0,62791.0,62791.0,0.0,100.0,100.0,VALIDO,
Quibdó,27,27,2025,Noviembre 2025,694,694,0,39215.0,39215.0,0.0,100.0,100.0,VALIDO,
Bogotá D.C.,11,11,2025,Octubre 2025,811,811,0,3163519.0,3163519.0,0.0,100.0,100.0,VALIDO,
Medellín A.M.,05,05,2025,Octubre 2025,1005,1005,0,1592267.0,1592267.0,0.0,100.0,100.0,VALIDO,
Cali A.M.,76,76,2025,Octubre 2025,880,880,0,840900.0,840900.0,0.0,100.0,100.0,VALIDO,
Barranquilla A.M.,08,08,2025,Octubre 2025,642,642,0,602582.0,602582.0,0.0,100.0,100.0,VALIDO,
Bucaramanga A.M.,68,68,2025,Octubre 2025,758,758,0,443075.0,443075.0,0.0,100.0,100.0,VALIDO,
Manizales A.M.,17,17,2025,Octubre 2025,988,988,0,189677.0,189677.0,0.0,100.0,100.0,VALIDO,
Pereira A.M.,66,66,2025,Octubre 2025,968,968,0,251272.0,251272.0,0.0,100.0,100.0,VALIDO,
Cúcuta A.M.,54,54,2025,Octubre 2025,695,695,0,325666.0,325666.0,0.0,100.0,100.0,VALIDO,
Ibagué,73,73,2025,Octubre 2025,542,542,0,199370.0,199370.0,0.0,100.0,100.0,VALIDO,
Pasto,52,52,2025,Octubre 2025,746,746,0,116414.0,116414.0,0.0,100.0,100.0,VALIDO,
Villavicencio,50,50,2025,Octubre 2025,709,709,0,194035.0,194035.0,0.0,100.0,100.0,VALIDO,
Montería,23,23,2025,Octubre 2025,500,500,0,143110.0,143110.0,0.0,100.0,100.0,VALIDO,
Cartagena,13,13,2025,Octubre 2025,704,704,0,314863.0,314863.0,0.0,100.0,100.0,VALIDO,
Neiva,41,41,2025,Octubre 2025,654,654,0,123329.0,123329.0,0.0,100.0,100.0,VALIDO,
Armenia,63,63,2025,Octubre 2025,770,770,0,118205.0,118205.0,0.0,100.0,100.0,VALIDO,
Santa Marta,47,47,2025,Octubre 2025,662,662,0,158491.0,158491.0,0.0,100.0,100.0,VALIDO,
Sincelejo,70,70,2025,Octubre 2025,591,591,0,83112.0,83112.0,0.0,100.0,100.0,VALIDO,
Valledupar,20,20,2025,Octubre 2025,558,558,0,158375.0,158375.0,0.0,100.0,100.0,VALIDO,
Popayán,19,19,2025,Octubre 2025,657,657,0,111306.0,111306.0,0.0,100.0,100.0,VALIDO,
Tunja,15,15,2025,Octubre 2025,695,695,0,66175.0,66175.0,0.0,100.0,100.0,VALIDO,
Riohacha,44,44,2025,Octubre 2025,576,576,0,53800.0,53800.0,0.0,100.0,100.0,VALIDO,
Florencia,18,18,2025,Octubre 2025,694,694,0,62626.0,62626.0,0.0,100.0,100.0,VALIDO,
Quibdó,27,27,2025,Octubre 2025,731,731,0,39154.0,39154.0,0.0,100.0,100.0,VALIDO,
Bogotá D.C.,11,11,2025,Septiembre 2025,839,839,0,3156890.0,3156890.0,0.0,100.0,100.0,VALIDO,
Medellín A.M.,05,05,2025,Septiembre 2025,993,993,0,1587906.0,1587906.0,0.0,100.0,100.0,VALIDO,
Cali A.M.,76,76,2025,Septiembre 2025,860,860,0,839257.0,839257.0,0.0,100.0,100.0,VALIDO,
Barranquilla A.M.,08,08,2025,Septiembre 2025,686,686,0,601338.0,601338.0,0.0,100.0,100.0,VALIDO,
Bucaramanga A.M.,68,68,2025,Septiembre 2025,748,748,0,442199.0,442199.0,0.0,100.0,100.0,VALIDO,
Manizales A.M.,17,17,2025,Septiembre 2025,955,955,0,189292.0,189292.0,0.0,100.0,100.0,VALIDO,
Pereira A.M.,66,66,2025,Septiembre 2025,941,941,0,250789.0,250789.0,0.0,100.0,100.0,VALIDO,
Cúcuta A.M.,54,54,2025,Septiembre 2025,701,701,0,325130.0,325130.0,0.0,100.0,100.0,VALIDO,
Ibagué,73,73,2025,Septiembre 2025,560,560,0,199050.0,199050.0,0.0,100.0,100.0,VALIDO,
Pasto,52,52,2025,Septiembre 2025,751,751,0,116204.0,116204.0,0.0,100.0,100.0,VALIDO,
Villavicencio,50,50,2025,Septiembre 2025,718,718,0,193695.0,193695.0,0.0,100.0,100.0,VALIDO,
Montería,23,23,2025,Septiembre 2025,513,513,0,142830.0,142830.0,0.0,100.0,100.0,VALIDO,
Cartagena,13,13,2025,Septiembre 2025,735,735,0,314226.0,314226.0,0.0,100.0,100.0,VALIDO,
Neiva,41,41,2025,Septiembre 2025,659,659,0,123111.0,123111.0,0.0,100.0,100.0,VALIDO,
Armenia,63,63,2025,Septiembre 2025,745,745,0,117984.0,117984.0,0.0,100.0,100.0,VALIDO,
Santa Marta,47,47,2025,Septiembre 2025,664,664,0,158165.0,158165.0,0.0,100.0,100.0,VALIDO,
Sincelejo,70,70,2025,Septiembre 2025,577,577,0,82956.0,82956.0,0.0,100.0,100.0,VALIDO,
Valledupar,20,20,2025,Septiembre 2025,577,577,0,157989.0,157989.0,0.0,100.0,100.0,VALIDO,
Popayán,19,19,2025,Septiembre 2025,671,671,0,111121.0,111121.0,0.0,100.0,100.0,VALIDO,
Tunja,15,15,2025,Septiembre 2025,644,644,0,66035.0,66035.0,0.0,100.0,100.0,VALIDO,
Riohacha,44,44,2025,Septiembre 2025,529,529,0,53627.0,53627.0,0.0,100.0,100.0,VALIDO,
Florencia,18,18,2025,Septiembre 2025,673,673,0,62462.0,62462.0,0.0,100.0,100.0,VALIDO,
Quibdó,27,27,2025,Septiembre 2025,693,693,0,39092.0,39092.0,0.0,100.0,100.0,VALIDO,
Bogotá D.C.,11,11,2026,Abril 2026,837,837,0,3203652.0,3203652.0,0.0,100.0,100.0,VALIDO,
Medellín A.M.,05,05,2026,Abril 2026,1002,1002,0,1618798.0,1618798.0,0.0,100.0,100.0,VALIDO,
Cali A.M.,76,76,2026,Abril 2026,849,849,0,850834.0,850834.0,0.0,100.0,100.0,VALIDO,
Barranquilla A.M.,08,08,2026,Abril 2026,639,639,0,610110.0,610110.0,0.0,100.0,100.0,VALIDO,
Bucaramanga A.M.,68,68,2026,Abril 2026,754,754,0,448377.0,448377.0,0.0,100.0,100.0,VALIDO,
Manizales A.M.,17,17,2026,Abril 2026,989,989,0,192005.0,192005.0,0.0,100.0,100.0,VALIDO,
Pereira A.M.,66,66,2026,Abril 2026,954,954,0,254189.0,254189.0,0.0,100.0,100.0,VALIDO,
Cúcuta A.M.,54,54,2026,Abril 2026,701,701,0,328900.0,328900.0,0.0,100.0,100.0,VALIDO,
Ibagué,73,73,2026,Abril 2026,534,534,0,201296.0,201296.0,0.0,100.0,100.0,VALIDO,
Pasto,52,52,2026,Abril 2026,735,735,0,117684.0,117684.0,0.0,100.0,100.0,VALIDO,
Villavicencio,50,50,2026,Abril 2026,695,695,0,196082.0,196082.0,0.0,100.0,100.0,VALIDO,
Montería,23,23,2026,Abril 2026,493,493,0,144809.0,144809.0,0.0,100.0,100.0,VALIDO,
Cartagena,13,13,2026,Abril 2026,733,733,0,318725.0,318725.0,0.0,100.0,100.0,VALIDO,
Neiva,41,41,2026,Abril 2026,651,651,0,124645.0,124645.0,0.0,100.0,100.0,VALIDO,
Armenia,63,63,2026,Abril 2026,737,737,0,119541.0,119541.0,0.0,100.0,100.0,VALIDO,
Santa Marta,47,47,2026,Abril 2026,661,661,0,160472.0,160472.0,0.0,100.0,100.0,VALIDO,
Sincelejo,70,70,2026,Abril 2026,584,584,0,84054.0,84054.0,0.0,100.0,100.0,VALIDO,
Valledupar,20,20,2026,Abril 2026,572,572,0,160720.0,160720.0,0.0,100.0,100.0,VALIDO,
Popayán,19,19,2026,Abril 2026,669,669,0,112424.0,112424.0,0.0,100.0,100.0,VALIDO,
Tunja,15,15,2026,Abril 2026,672,672,0,67026.0,67026.0,0.0,100.0,100.0,VALIDO,
Riohacha,44,44,2026,Abril 2026,547,547,0,54859.0,54859.0,0.0,100.0,100.0,VALIDO,
Florencia,18,18,2026,Abril 2026,678,678,0,63623.0,63623.0,0.0,100.0,100.0,VALIDO,
Quibdó,27,27,2026,Abril 2026,677,677,0,39524.0,39524.0,0.0,100.0,100.0,VALIDO,
Bogotá D.C.,11,11,2026,Enero 2026,820,820,0,3183599.0,3183599.0,0.0,100.0,100.0,VALIDO,
Medellín A.M.,05,05,2026,Enero 2026,978,978,0,1605543.0,1605543.0,0.0,100.0,100.0,VALIDO,
Cali A.M.,76,76,2026,Enero 2026,840,840,0,845871.0,845871.0,0.0,100.0,100.0,VALIDO,
Barranquilla A.M.,08,08,2026,Enero 2026,655,655,0,606348.0,606348.0,0.0,100.0,100.0,VALIDO,
Bucaramanga A.M.,68,68,2026,Enero 2026,730,730,0,445728.0,445728.0,0.0,100.0,100.0,VALIDO,
Manizales A.M.,17,17,2026,Enero 2026,980,980,0,190841.0,190841.0,0.0,100.0,100.0,VALIDO,
Pereira A.M.,66,66,2026,Enero 2026,926,926,0,252731.0,252731.0,0.0,100.0,100.0,VALIDO,
Cúcuta A.M.,54,54,2026,Enero 2026,649,649,0,327285.0,327285.0,0.0,100.0,100.0,VALIDO,
Ibagué,73,73,2026,Enero 2026,534,534,0,200333.0,200333.0,0.0,100.0,100.0,VALIDO,
Pasto,52,52,2026,Enero 2026,712,712,0,117049.0,117049.0,0.0,100.0,100.0,VALIDO,
Villavicencio,50,50,2026,Enero 2026,683,683,0,195059.0,195059.0,0.0,100.0,100.0,VALIDO,
Montería,23,23,2026,Enero 2026,490,490,0,143961.0,143961.0,0.0,100.0,100.0,VALIDO,
Cartagena,13,13,2026,Enero 2026,695,695,0,316795.0,316795.0,0.0,100.0,100.0,VALIDO,
Neiva,41,41,2026,Enero 2026,629,629,0,123987.0,123987.0,0.0,100.0,100.0,VALIDO,
Armenia,63,63,2026,Enero 2026,721,721,0,118873.0,118873.0,0.0,100.0,100.0,VALIDO,
Santa Marta,47,47,2026,Enero 2026,652,652,0,159482.0,159482.0,0.0,100.0,100.0,VALIDO,
Sincelejo,70,70,2026,Enero 2026,591,591,0,83584.0,83584.0,0.0,100.0,100.0,VALIDO,
Valledupar,20,20,2026,Enero 2026,566,566,0,159549.0,159549.0,0.0,100.0,100.0,VALIDO,
Popayán,19,19,2026,Enero 2026,622,622,0,111865.0,111865.0,0.0,100.0,100.0,VALIDO,
Tunja,15,15,2026,Enero 2026,627,627,0,66601.0,66601.0,0.0,100.0,100.0,VALIDO,
Riohacha,44,44,2026,Enero 2026,539,539,0,54330.0,54330.0,0.0,100.0,100.0,VALIDO,
Florencia,18,18,2026,Enero 2026,681,681,0,63125.0,63125.0,0.0,100.0,100.0,VALIDO,
Quibdó,27,27,2026,Enero 2026,669,669,0,39339.0,39339.0,0.0,100.0,100.0,VALIDO,
Bogotá D.C.,11,11,2026,Febrero 2026,799,799,0,3190306.0,3190306.0,0.0,100.0,100.0,VALIDO,
Medellín A.M.,05,05,2026,Febrero 2026,1013,1013,0,1609985.0,1609985.0,0.0,100.0,100.0,VALIDO,
Cali A.M.,76,76,2026,Febrero 2026,829,829,0,847528.0,847528.0,0.0,100.0,100.0,VALIDO,
Barranquilla A.M.,08,08,2026,Febrero 2026,662,662,0,607607.0,607607.0,0.0,100.0,100.0,VALIDO,
Bucaramanga A.M.,68,68,2026,Febrero 2026,747,747,0,446614.0,446614.0,0.0,100.0,100.0,VALIDO,
Manizales A.M.,17,17,2026,Febrero 2026,993,993,0,191231.0,191231.0,0.0,100.0,100.0,VALIDO,
Pereira A.M.,66,66,2026,Febrero 2026,930,930,0,253218.0,253218.0,0.0,100.0,100.0,VALIDO,
Cúcuta A.M.,54,54,2026,Febrero 2026,697,697,0,327825.0,327825.0,0.0,100.0,100.0,VALIDO,
Ibagué,73,73,2026,Febrero 2026,529,529,0,200655.0,200655.0,0.0,100.0,100.0,VALIDO,
Pasto,52,52,2026,Febrero 2026,711,711,0,117261.0,117261.0,0.0,100.0,100.0,VALIDO,
Villavicencio,50,50,2026,Febrero 2026,689,689,0,195401.0,195401.0,0.0,100.0,100.0,VALIDO,
Montería,23,23,2026,Febrero 2026,492,492,0,144244.0,144244.0,0.0,100.0,100.0,VALIDO,
Cartagena,13,13,2026,Febrero 2026,743,743,0,317441.0,317441.0,0.0,100.0,100.0,VALIDO,
Neiva,41,41,2026,Febrero 2026,662,662,0,124206.0,124206.0,0.0,100.0,100.0,VALIDO,
Armenia,63,63,2026,Febrero 2026,773,773,0,119096.0,119096.0,0.0,100.0,100.0,VALIDO,
Santa Marta,47,47,2026,Febrero 2026,657,657,0,159813.0,159813.0,0.0,100.0,100.0,VALIDO,
Sincelejo,70,70,2026,Febrero 2026,604,604,0,83740.0,83740.0,0.0,100.0,100.0,VALIDO,
Valledupar,20,20,2026,Febrero 2026,622,622,0,159941.0,159941.0,0.0,100.0,100.0,VALIDO,
Popayán,19,19,2026,Febrero 2026,647,647,0,112051.0,112051.0,0.0,100.0,100.0,VALIDO,
Tunja,15,15,2026,Febrero 2026,664,664,0,66743.0,66743.0,0.0,100.0,100.0,VALIDO,
Riohacha,44,44,2026,Febrero 2026,559,559,0,54508.0,54508.0,0.0,100.0,100.0,VALIDO,
Florencia,18,18,2026,Febrero 2026,693,693,0,63292.0,63292.0,0.0,100.0,100.0,VALIDO,
Quibdó,27,27,2026,Febrero 2026,671,671,0,39401.0,39401.0,0.0,100.0,100.0,VALIDO,
Bogotá D.C.,11,11,2026,Junio 2026,794,794,0,3216805.0,3216805.0,0.0,100.0,100.0,VALIDO,
Medellín A.M.,05,05,2026,Junio 2026,984,984,0,1627422.0,1627422.0,0.0,100.0,100.0,VALIDO,
Cali A.M.,76,76,2026,Junio 2026,827,827,0,854096.0,854096.0,0.0,100.0,100.0,VALIDO,
Barranquilla A.M.,08,08,2026,Junio 2026,646,646,0,612578.0,612578.0,0.0,100.0,100.0,VALIDO,
Bucaramanga A.M.,68,68,2026,Junio 2026,733,733,0,450118.0,450118.0,0.0,100.0,100.0,VALIDO,
Manizales A.M.,17,17,2026,Junio 2026,986,986,0,192771.0,192771.0,0.0,100.0,100.0,VALIDO,
Pereira A.M.,66,66,2026,Junio 2026,926,926,0,255148.0,255148.0,0.0,100.0,100.0,VALIDO,
Cúcuta A.M.,54,54,2026,Junio 2026,665,665,0,329967.0,329967.0,0.0,100.0,100.0,VALIDO,
Ibagué,73,73,2026,Junio 2026,516,516,0,201932.0,201932.0,0.0,100.0,100.0,VALIDO,
Pasto,52,52,2026,Junio 2026,715,715,0,118102.0,118102.0,0.0,100.0,100.0,VALIDO,
Villavicencio,50,50,2026,Junio 2026,679,679,0,196757.0,196757.0,0.0,100.0,100.0,VALIDO,
Montería,23,23,2026,Junio 2026,493,493,0,145366.0,145366.0,0.0,100.0,100.0,VALIDO,
Cartagena,13,13,2026,Junio 2026,720,720,0,319992.0,319992.0,0.0,100.0,100.0,VALIDO,
Neiva,41,41,2026,Junio 2026,640,640,0,125078.0,125078.0,0.0,100.0,100.0,VALIDO,
Armenia,63,63,2026,Junio 2026,730,730,0,119980.0,119980.0,0.0,100.0,100.0,VALIDO,
Santa Marta,47,47,2026,Junio 2026,651,651,0,161122.0,161122.0,0.0,100.0,100.0,VALIDO,
Sincelejo,70,70,2026,Junio 2026,609,609,0,84364.0,84364.0,0.0,100.0,100.0,VALIDO,
Valledupar,20,20,2026,Junio 2026,583,583,0,161485.0,161485.0,0.0,100.0,100.0,VALIDO,
Popayán,19,19,2026,Junio 2026,660,660,0,112792.0,112792.0,0.0,100.0,100.0,VALIDO,
Tunja,15,15,2026,Junio 2026,633,633,0,67305.0,67305.0,0.0,100.0,100.0,VALIDO,
Riohacha,44,44,2026,Junio 2026,532,532,0,55201.0,55201.0,0.0,100.0,100.0,VALIDO,
Florencia,18,18,2026,Junio 2026,673,673,0,63948.0,63948.0,0.0,100.0,100.0,VALIDO,
Quibdó,27,27,2026,Junio 2026,668,668,0,39646.0,39646.0,0.0,100.0,100.0,VALIDO,
Bogotá D.C.,11,11,2026,Marzo 2026,795,795,0,3196995.0,3196995.0,0.0,100.0,100.0,VALIDO,
Medellín A.M.,05,05,2026,Marzo 2026,981,981,0,1614408.0,1614408.0,0.0,100.0,100.0,VALIDO,
Cali A.M.,76,76,2026,Marzo 2026,847,847,0,849185.0,849185.0,0.0,100.0,100.0,VALIDO,
Barranquilla A.M.,08,08,2026,Marzo 2026,670,670,0,608861.0,608861.0,0.0,100.0,100.0,VALIDO,
Bucaramanga A.M.,68,68,2026,Marzo 2026,734,734,0,447498.0,447498.0,0.0,100.0,100.0,VALIDO,
Manizales A.M.,17,17,2026,Marzo 2026,1006,1006,0,191619.0,191619.0,0.0,100.0,100.0,VALIDO,
Pereira A.M.,66,66,2026,Marzo 2026,896,896,0,253704.0,253704.0,0.0,100.0,100.0,VALIDO,
Cúcuta A.M.,54,54,2026,Marzo 2026,683,683,0,328363.0,328363.0,0.0,100.0,100.0,VALIDO,
Ibagué,73,73,2026,Marzo 2026,536,536,0,200976.0,200976.0,0.0,100.0,100.0,VALIDO,
Pasto,52,52,2026,Marzo 2026,718,718,0,117473.0,117473.0,0.0,100.0,100.0,VALIDO,
Villavicencio,50,50,2026,Marzo 2026,673,673,0,195743.0,195743.0,0.0,100.0,100.0,VALIDO,
Montería,23,23,2026,Marzo 2026,499,499,0,144527.0,144527.0,0.0,100.0,100.0,VALIDO,
Cartagena,13,13,2026,Marzo 2026,721,721,0,318085.0,318085.0,0.0,100.0,100.0,VALIDO,
Neiva,41,41,2026,Marzo 2026,616,616,0,124426.0,124426.0,0.0,100.0,100.0,VALIDO,
Armenia,63,63,2026,Marzo 2026,718,718,0,119319.0,119319.0,0.0,100.0,100.0,VALIDO,
Santa Marta,47,47,2026,Marzo 2026,670,670,0,160144.0,160144.0,0.0,100.0,100.0,VALIDO,
Sincelejo,70,70,2026,Marzo 2026,568,568,0,83898.0,83898.0,0.0,100.0,100.0,VALIDO,
Valledupar,20,20,2026,Marzo 2026,591,591,0,160331.0,160331.0,0.0,100.0,100.0,VALIDO,
Popayán,19,19,2026,Marzo 2026,658,658,0,112238.0,112238.0,0.0,100.0,100.0,VALIDO,
Tunja,15,15,2026,Marzo 2026,628,628,0,66885.0,66885.0,0.0,100.0,100.0,VALIDO,
Riohacha,44,44,2026,Marzo 2026,565,565,0,54685.0,54685.0,0.0,100.0,100.0,VALIDO,
Florencia,18,18,2026,Marzo 2026,698,698,0,63458.0,63458.0,0.0,100.0,100.0,VALIDO,
Quibdó,27,27,2026,Marzo 2026,685,685,0,39462.0,39462.0,0.0,100.0,100.0,VALIDO,
Bogotá D.C.,11,11,2026,Mayo 2026,819,819,0,3210260.0,3210260.0,0.0,100.0,100.0,VALIDO,
Medellín A.M.,05,05,2026,Mayo 2026,969,969,0,1623143.0,1623143.0,0.0,100.0,100.0,VALIDO,
Cali A.M.,76,76,2026,Mayo 2026,819,819,0,852472.0,852472.0,0.0,100.0,100.0,VALIDO,
Barranquilla A.M.,08,08,2026,Mayo 2026,646,646,0,611351.0,611351.0,0.0,100.0,100.0,VALIDO,
Bucaramanga A.M.,68,68,2026,Mayo 2026,751,751,0,449252.0,449252.0,0.0,100.0,100.0,VALIDO,
Manizales A.M.,17,17,2026,Mayo 2026,1010,1010,0,192389.0,192389.0,0.0,100.0,100.0,VALIDO,
Pereira A.M.,66,66,2026,Mayo 2026,949,949,0,254670.0,254670.0,0.0,100.0,100.0,VALIDO,
Cúcuta A.M.,54,54,2026,Mayo 2026,682,682,0,329433.0,329433.0,0.0,100.0,100.0,VALIDO,
Ibagué,73,73,2026,Mayo 2026,559,559,0,201615.0,201615.0,0.0,100.0,100.0,VALIDO,
Pasto,52,52,2026,Mayo 2026,726,726,0,117893.0,117893.0,0.0,100.0,100.0,VALIDO,
Villavicencio,50,50,2026,Mayo 2026,685,685,0,196421.0,196421.0,0.0,100.0,100.0,VALIDO,
Montería,23,23,2026,Mayo 2026,493,493,0,145089.0,145089.0,0.0,100.0,100.0,VALIDO,
Cartagena,13,13,2026,Mayo 2026,741,741,0,319362.0,319362.0,0.0,100.0,100.0,VALIDO,
Neiva,41,41,2026,Mayo 2026,654,654,0,124862.0,124862.0,0.0,100.0,100.0,VALIDO,
Armenia,63,63,2026,Mayo 2026,759,759,0,119762.0,119762.0,0.0,100.0,100.0,VALIDO,
Santa Marta,47,47,2026,Mayo 2026,675,675,0,160798.0,160798.0,0.0,100.0,100.0,VALIDO,
Sincelejo,70,70,2026,Mayo 2026,603,603,0,84210.0,84210.0,0.0,100.0,100.0,VALIDO,
Valledupar,20,20,2026,Mayo 2026,578,578,0,161105.0,161105.0,0.0,100.0,100.0,VALIDO,
Popayán,19,19,2026,Mayo 2026,661,661,0,112609.0,112609.0,0.0,100.0,100.0,VALIDO,
Tunja,15,15,2026,Mayo 2026,659,659,0,67166.0,67166.0,0.0,100.0,100.0,VALIDO,
Riohacha,44,44,2026,Mayo 2026,537,537,0,55032.0,55032.0,0.0,100.0,100.0,VALIDO,
Florencia,18,18,2026,Mayo 2026,666,666,0,63787.0,63787.0,0.0,100.0,100.0,VALIDO,
Quibdó,27,27,2026,Mayo 2026,689,689,0,39585.0,39585.0,0.0,100.0,100.0,VALIDO,
