ciudad_nombre,area_hipotesis,area_confirmada,anio,mes,registros,hogares_unicos,duplicados_hogar,suma_fex_c18,suma_fex_c18_dedup,dif_fex_dedup,pct_dpto_esperado,pct_clase1,estado_geografico,observacion
Riohacha,44,44,2023,Octubre,550,550,0,49681.0,49681.0,0.0,100.0,100.0,VALIDO,
Florencia,18,18,2023,Octubre,663,663,0,58618.0,58618.0,0.0,100.0,100.0,VALIDO,
Quibdó,27,27,2023,Octubre,685,685,0,37662.0,37662.0,0.0,100.0,100.0,VALIDO,
Bogotá D.C.,11,11,2023,Septiembre,788,788,0,2997781.0,2997781.0,0.0,100.0,100.0,VALIDO,
Medellín A.M.,05,05,2023,Septiembre,1014,1014,0,1483524.0,1483524.0,0.0,100.0,100.0,VALIDO,
Cali A.M.,76,76,2023,Septiembre,877,877,0,802127.0,802127.0,0.0,100.0,100.0,VALIDO,
Barranquilla A.M.,08,08,2023,Septiembre,657,657,0,570361.0,570361.0,0.0,100.0,100.0,VALIDO,
Bucaramanga A.M.,68,68,2023,Septiembre,749,749,0,420784.0,420784.0,0.0,100.0,100.0,VALIDO,
Manizales A.M.,17,17,2023,Septiembre,929,929,0,179802.0,179802.0,0.0,100.0,100.0,VALIDO,
Pereira A.M.,66,66,2023,Septiembre,904,904,0,239057.0,239057.0,0.0,100.0,100.0,VALIDO,
Cúcuta A.M.,54,54,2023,Septiembre,686,686,0,312179.0,312179.0,0.0,100.0,100.0,VALIDO,
Ibagué,73,73,2023,Septiembre,583,583,0,191409.0,191409.0,0.0,100.0,100.0,VALIDO,
Pasto,52,52,2023,Septiembre,719,719,0,111532.0,111532.0,0.0,100.0,100.0,VALIDO,
Villavicencio,50,50,2023,Septiembre,664,664,0,185583.0,185583.0,0.0,100.0,100.0,VALIDO,
Montería,23,23,2023,Septiembre,487,487,0,136540.0,136540.0,0.0,100.0,100.0,VALIDO,
Cartagena,13,13,2023,Septiembre,739,739,0,299164.0,299164.0,0.0,100.0,100.0,VALIDO,
Neiva,41,41,2023,Septiembre,622,622,0,118309.0,118309.0,0.0,100.0,100.0,VALIDO,
Armenia,63,63,2023,Septiembre,699,699,0,112550.0,112550.0,0.0,100.0,100.0,VALIDO,
Santa Marta,47,47,2023,Septiembre,655,655,0,150626.0,150626.0,0.0,100.0,100.0,VALIDO,
Sincelejo,70,70,2023,Septiembre,602,602,0,79376.0,79376.0,0.0,100.0,100.0,VALIDO,
Valledupar,20,20,2023,Septiembre,551,551,0,148830.0,148830.0,0.0,100.0,100.0,VALIDO,
Popayán,19,19,2023,Septiembre,713,713,0,106612.0,106612.0,0.0,100.0,100.0,VALIDO,
Tunja,15,15,2023,Septiembre,656,656,0,62830.0,62830.0,0.0,100.0,100.0,VALIDO,
Riohacha,44,44,2023,Septiembre,544,544,0,49511.0,49511.0,0.0,100.0,100.0,VALIDO,
Florencia,18,18,2023,Septiembre,666,666,0,58443.0,58443.0,0.0,100.0,100.0,VALIDO,
Quibdó,27,27,2023,Septiembre,681,681,0,37597.0,37597.0,0.0,100.0,100.0,VALIDO,
Bogotá D.C.,11,11,2024,Abril 2024,805,805,0,3045299.0,3045299.0,0.0,100.0,100.0,VALIDO,
Medellín A.M.,05,05,2024,Abril 2024,986,986,0,1513738.0,1513738.0,0.0,100.0,100.0,VALIDO,
Cali A.M.,76,76,2024,Abril 2024,895,895,0,812421.0,812421.0,0.0,100.0,100.0,VALIDO,
Barranquilla A.M.,08,08,2024,Abril 2024,665,665,0,579970.0,579970.0,0.0,100.0,100.0,VALIDO,
Bucaramanga A.M.,68,68,2024,Abril 2024,742,742,0,427247.0,427247.0,0.0,100.0,100.0,VALIDO,
Manizales A.M.,17,17,2024,Abril 2024,940,940,0,182631.0,182631.0,0.0,100.0,100.0,VALIDO,
Pereira A.M.,66,66,2024,Abril 2024,943,943,0,242455.0,242455.0,0.0,100.0,100.0,VALIDO,
Cúcuta A.M.,54,54,2024,Abril 2024,734,734,0,316011.0,316011.0,0.0,100.0,100.0,VALIDO,
Ibagué,73,73,2024,Abril 2024,572,572,0,193619.0,193619.0,0.0,100.0,100.0,VALIDO,
Pasto,52,52,2024,Abril 2024,760,760,0,112782.0,112782.0,0.0,100.0,100.0,VALIDO,
Villavicencio,50,50,2024,Abril 2024,695,695,0,187953.0,187953.0,0.0,100.0,100.0,VALIDO,
Montería,23,23,2024,Abril 2024,497,497,0,138206.0,138206.0,0.0,100.0,100.0,VALIDO,
Cartagena,13,13,2024,Abril 2024,738,738,0,303545.0,303545.0,0.0,100.0,100.0,VALIDO,
Neiva,41,41,2024,Abril 2024,646,646,0,119527.0,119527.0,0.0,100.0,100.0,VALIDO,
Armenia,63,63,2024,Abril 2024,774,774,0,114148.0,114148.0,0.0,100.0,100.0,VALIDO,
Santa Marta,47,47,2024,Abril 2024,639,639,0,152775.0,152775.0,0.0,100.0,100.0,VALIDO,
Sincelejo,70,70,2024,Abril 2024,599,599,0,80343.0,80343.0,0.0,100.0,100.0,VALIDO,
Valledupar,20,20,2024,Abril 2024,563,563,0,151503.0,151503.0,0.0,100.0,100.0,VALIDO,
Popayán,19,19,2024,Abril 2024,668,668,0,107949.0,107949.0,0.0,100.0,100.0,VALIDO,
Tunja,15,15,2024,Abril 2024,639,639,0,63692.0,63692.0,0.0,100.0,100.0,VALIDO,
Riohacha,44,44,2024,Abril 2024,523,523,0,50726.0,50726.0,0.0,100.0,100.0,VALIDO,
Florencia,18,18,2024,Abril 2024,644,644,0,59686.0,59686.0,0.0,100.0,100.0,VALIDO,
Quibdó,27,27,2024,Abril 2024,687,687,0,38057.0,38057.0,0.0,100.0,100.0,VALIDO,
Bogotá D.C.,11,11,2024,Agosto_2024,849,849,0,3071550.0,3071550.0,0.0,100.0,100.0,VALIDO,
Medellín A.M.,05,05,2024,Agosto_2024,1015,1015,0,1530621.0,1530621.0,0.0,100.0,100.0,VALIDO,
Cali A.M.,76,76,2024,Agosto_2024,901,901,0,818395.0,818395.0,0.0,100.0,100.0,VALIDO,
Barranquilla A.M.,08,08,2024,Agosto_2024,637,637,0,585155.0,585155.0,0.0,100.0,100.0,VALIDO,
Bucaramanga A.M.,68,68,2024,Agosto_2024,743,743,0,430802.0,430802.0,0.0,100.0,100.0,VALIDO,
Manizales A.M.,17,17,2024,Agosto_2024,976,976,0,184201.0,184201.0,0.0,100.0,100.0,VALIDO,
Pereira A.M.,66,66,2024,Agosto_2024,952,952,0,244378.0,244378.0,0.0,100.0,100.0,VALIDO,
Cúcuta A.M.,54,54,2024,Agosto_2024,687,687,0,318151.0,318151.0,0.0,100.0,100.0,VALIDO,
Ibagué,73,73,2024,Agosto_2024,567,567,0,194874.0,194874.0,0.0,100.0,100.0,VALIDO,
Pasto,52,52,2024,Agosto_2024,749,749,0,113526.0,113526.0,0.0,100.0,100.0,VALIDO,
Villavicencio,50,50,2024,Agosto_2024,699,699,0,189289.0,189289.0,0.0,100.0,100.0,VALIDO,
Montería,23,23,2024,Agosto_2024,498,498,0,139203.0,139203.0,0.0,100.0,100.0,VALIDO,
Cartagena,13,13,2024,Agosto_2024,709,709,0,306009.0,306009.0,0.0,100.0,100.0,VALIDO,
Neiva,41,41,2024,Agosto_2024,642,642,0,120280.0,120280.0,0.0,100.0,100.0,VALIDO,
Armenia,63,63,2024,Agosto_2024,738,738,0,115044.0,115044.0,0.0,100.0,100.0,VALIDO,
Santa Marta,47,47,2024,Agosto_2024,588,588,0,153999.0,153999.0,0.0,100.0,100.0,VALIDO,
Sincelejo,70,70,2024,Agosto_2024,580,580,0,80914.0,80914.0,0.0,100.0,100.0,VALIDO,
Valledupar,20,20,2024,Agosto_2024,567,567,0,152995.0,152995.0,0.0,100.0,100.0,VALIDO,
Popayán,19,19,2024,Agosto_2024,678,678,0,108696.0,108696.0,0.0,100.0,100.0,VALIDO,
Tunja,15,15,2024,Agosto_2024,652,652,0,64204.0,64204.0,0.0,100.0,100.0,VALIDO,
Riohacha,44,44,2024,Agosto_2024,526,526,0,51391.0,51391.0,0.0,100.0,100.0,VALIDO,
Florencia,18,18,2024,Agosto_2024,653,653,0,60352.0,60352.0,0.0,100.0,100.0,VALIDO,
Quibdó,27,27,2024,Agosto_2024,693,693,0,38308.0,38308.0,0.0,100.0,100.0,VALIDO,
Bogotá D.C.,11,11,2024,Diciembre_2024,755,755,0,3097859.0,3097859.0,0.0,100.0,100.0,VALIDO,
Medellín A.M.,05,05,2024,Diciembre_2024,885,885,0,1548398.0,1548398.0,0.0,100.0,100.0,VALIDO,
Cali A.M.,76,76,2024,Diciembre_2024,797,797,0,824804.0,824804.0,0.0,100.0,100.0,VALIDO,
Barranquilla A.M.,08,08,2024,Diciembre_2024,650,650,0,590155.0,590155.0,0.0,100.0,100.0,VALIDO,
Bucaramanga A.M.,68,68,2024,Diciembre_2024,664,664,0,434323.0,434323.0,0.0,100.0,100.0,VALIDO,
Manizales A.M.,17,17,2024,Diciembre_2024,882,882,0,185779.0,185779.0,0.0,100.0,100.0,VALIDO,
Pereira A.M.,66,66,2024,Diciembre_2024,928,928,0,246367.0,246367.0,0.0,100.0,100.0,VALIDO,
Cúcuta A.M.,54,54,2024,Diciembre_2024,671,671,0,320306.0,320306.0,0.0,100.0,100.0,VALIDO,
Ibagué,73,73,2024,Diciembre_2024,490,490,0,196165.0,196165.0,0.0,100.0,100.0,VALIDO,
Pasto,52,52,2024,Diciembre_2024,671,671,0,114348.0,114348.0,0.0,100.0,100.0,VALIDO,
Villavicencio,50,50,2024,Diciembre_2024,664,664,0,190648.0,190648.0,0.0,100.0,100.0,VALIDO,
Montería,23,23,2024,Diciembre_2024,469,469,0,140322.0,140322.0,0.0,100.0,100.0,VALIDO,
Cartagena,13,13,2024,Diciembre_2024,722,722,0,308541.0,308541.0,0.0,100.0,100.0,VALIDO,
Neiva,41,41,2024,Diciembre_2024,594,594,0,121153.0,121153.0,0.0,100.0,100.0,VALIDO,
Armenia,63,63,2024,Diciembre_2024,688,688,0,115956.0,115956.0,0.0,100.0,100.0,VALIDO,
Santa Marta,47,47,2024,Diciembre_2024,578,578,0,155279.0,155279.0,0.0,100.0,100.0,VALIDO,
Sincelejo,70,70,2024,Diciembre_2024,566,566,0,81546.0,81546.0,0.0,100.0,100.0,VALIDO,
Valledupar,20,20,2024,Diciembre_2024,527,527,0,154537.0,154537.0,0.0,100.0,100.0,VALIDO,
Popayán,19,19,2024,Diciembre_2024,663,663,0,109445.0,109445.0,0.0,100.0,100.0,VALIDO,
Tunja,15,15,2024,Diciembre_2024,595,595,0,64770.0,64770.0,0.0,100.0,100.0,VALIDO,
Riohacha,44,44,2024,Diciembre_2024,510,510,0,52083.0,52083.0,0.0,100.0,100.0,VALIDO,
Florencia,18,18,2024,Diciembre_2024,617,617,0,61003.0,61003.0,0.0,100.0,100.0,VALIDO,
Quibdó,27,27,2024,Diciembre_2024,479,479,0,38549.0,38549.0,0.0,100.0,100.0,VALIDO,
Bogotá D.C.,11,11,2024,Ene_2024,813,813,0,3024920.0,3024920.0,0.0,100.0,100.0,VALIDO,
Medellín A.M.,05,05,2024,Ene_2024,1011,1011,0,1500773.0,1500773.0,0.0,100.0,100.0,VALIDO,
Cali A.M.,76,76,2024,Ene_2024,904,904,0,808007.0,808007.0,0.0,100.0,100.0,VALIDO,
Barranquilla A.M.,08,08,2024,Ene_2024,641,641,0,575848.0,575848.0,0.0,100.0,100.0,VALIDO,
Bucaramanga A.M.,68,68,2024,Ene_2024,737,737,0,424476.0,424476.0,0.0,100.0,100.0,VALIDO,
Manizales A.M.,17,17,2024,Ene_2024,947,947,0,181418.0,181418.0,0.0,100.0,100.0,VALIDO,
Pereira A.M.,66,66,2024,Ene_2024,917,917,0,240997.0,240997.0,0.0,100.0,100.0,VALIDO,
Cúcuta A.M.,54,54,2024,Ene_2024,747,747,0,314368.0,314368.0,0.0,100.0,100.0,VALIDO,
Ibagué,73,73,2024,Ene_2024,565,565,0,192671.0,192671.0,0.0,100.0,100.0,VALIDO,
Pasto,52,52,2024,Ene_2024,735,735,0,112247.0,112247.0,0.0,100.0,100.0,VALIDO,
Villavicencio,50,50,2024,Ene_2024,652,652,0,186937.0,186937.0,0.0,100.0,100.0,VALIDO,
Montería,23,23,2024,Ene_2024,469,469,0,137491.0,137491.0,0.0,100.0,100.0,VALIDO,
Cartagena,13,13,2024,Ene_2024,769,769,0,301666.0,301666.0,0.0,100.0,100.0,VALIDO,
Neiva,41,41,2024,Ene_2024,599,599,0,119005.0,119005.0,0.0,100.0,100.0,VALIDO,
Armenia,63,63,2024,Ene_2024,711,711,0,113462.0,113462.0,0.0,100.0,100.0,VALIDO,
Santa Marta,47,47,2024,Ene_2024,640,640,0,151854.0,151854.0,0.0,100.0,100.0,VALIDO,
Sincelejo,70,70,2024,Ene_2024,585,585,0,79928.0,79928.0,0.0,100.0,100.0,VALIDO,
Valledupar,20,20,2024,Ene_2024,574,574,0,150357.0,150357.0,0.0,100.0,100.0,VALIDO,
Popayán,19,19,2024,Ene_2024,682,682,0,107376.0,107376.0,0.0,100.0,100.0,VALIDO,
Tunja,15,15,2024,Ene_2024,594,594,0,63322.0,63322.0,0.0,100.0,100.0,VALIDO,
Riohacha,44,44,2024,Ene_2024,535,535,0,50204.0,50204.0,0.0,100.0,100.0,VALIDO,
Florencia,18,18,2024,Ene_2024,635,635,0,59153.0,59153.0,0.0,100.0,100.0,VALIDO,
Quibdó,27,27,2024,Ene_2024,695,695,0,37860.0,37860.0,0.0,100.0,100.0,VALIDO,
Bogotá D.C.,11,11,2024,Febrero_2024,806,806,0,3031740.0,3031740.0,0.0,100.0,100.0,VALIDO,
Medellín A.M.,05,05,2024,Febrero_2024,1006,1006,0,1505119.0,1505119.0,0.0,100.0,100.0,VALIDO,
Cali A.M.,76,76,2024,Febrero_2024,936,936,0,809482.0,809482.0,0.0,100.0,100.0,VALIDO,
Barranquilla A.M.,08,08,2024,Febrero_2024,667,667,0,577229.0,577229.0,0.0,100.0,100.0,VALIDO,
Bucaramanga A.M.,68,68,2024,Febrero_2024,779,779,0,425402.0,425402.0,0.0,100.0,100.0,VALIDO,
Manizales A.M.,17,17,2024,Febrero_2024,960,960,0,181823.0,181823.0,0.0,100.0,100.0,VALIDO,
Pereira A.M.,66,66,2024,Febrero_2024,939,939,0,241485.0,241485.0,0.0,100.0,100.0,VALIDO,
Cúcuta A.M.,54,54,2024,Febrero_2024,753,753,0,314917.0,314917.0,0.0,100.0,100.0,VALIDO,
Ibagué,73,73,2024,Febrero_2024,556,556,0,192988.0,192988.0,0.0,100.0,100.0,VALIDO,
Pasto,52,52,2024,Febrero_2024,752,752,0,112425.0,112425.0,0.0,100.0,100.0,VALIDO,
Villavicencio,50,50,2024,Febrero_2024,684,684,0,187277.0,187277.0,0.0,100.0,100.0,VALIDO,
Montería,23,23,2024,Febrero_2024,511,511,0,137731.0,137731.0,0.0,100.0,100.0,VALIDO,
Cartagena,13,13,2024,Febrero_2024,730,730,0,302294.0,302294.0,0.0,100.0,100.0,VALIDO,
Neiva,41,41,2024,Febrero_2024,632,632,0,119180.0,119180.0,0.0,100.0,100.0,VALIDO,
Armenia,63,63,2024,Febrero_2024,762,762,0,113692.0,113692.0,0.0,100.0,100.0,VALIDO,
Santa Marta,47,47,2024,Febrero_2024,659,659,0,152162.0,152162.0,0.0,100.0,100.0,VALIDO,
Sincelejo,70,70,2024,Febrero_2024,574,574,0,80066.0,80066.0,0.0,100.0,100.0,VALIDO,
Valledupar,20,20,2024,Febrero_2024,567,567,0,150741.0,150741.0,0.0,100.0,100.0,VALIDO,
Popayán,19,19,2024,Febrero_2024,685,685,0,107567.0,107567.0,0.0,100.0,100.0,VALIDO,
Tunja,15,15,2024,Febrero_2024,646,646,0,63447.0,63447.0,0.0,100.0,100.0,VALIDO,
Riohacha,44,44,2024,Febrero_2024,573,573,0,50379.0,50379.0,0.0,100.0,100.0,VALIDO,
Florencia,18,18,2024,Febrero_2024,676,676,0,59331.0,59331.0,0.0,100.0,100.0,VALIDO,
Quibdó,27,27,2024,Febrero_2024,691,691,0,37926.0,37926.0,0.0,100.0,100.0,VALIDO,
Bogotá D.C.,11,11,2024,Julio_2024,845,845,0,3065116.0,3065116.0,0.0,100.0,100.0,VALIDO,
Medellín A.M.,05,05,2024,Julio_2024,1009,1009,0,1526331.0,1526331.0,0.0,100.0,100.0,VALIDO,
Cali A.M.,76,76,2024,Julio_2024,864,864,0,816825.0,816825.0,0.0,100.0,100.0,VALIDO,
Barranquilla A.M.,08,08,2024,Julio_2024,629,629,0,583932.0,583932.0,0.0,100.0,100.0,VALIDO,
Bucaramanga A.M.,68,68,2024,Julio_2024,726,726,0,429939.0,429939.0,0.0,100.0,100.0,VALIDO,
Manizales A.M.,17,17,2024,Julio_2024,947,947,0,183815.0,183815.0,0.0,100.0,100.0,VALIDO,
Pereira A.M.,66,66,2024,Julio_2024,943,943,0,243890.0,243890.0,0.0,100.0,100.0,VALIDO,
Cúcuta A.M.,54,54,2024,Julio_2024,716,716,0,317620.0,317620.0,0.0,100.0,100.0,VALIDO,
Ibagué,73,73,2024,Julio_2024,552,552,0,194556.0,194556.0,0.0,100.0,100.0,VALIDO,
Pasto,52,52,2024,Julio_2024,733,733,0,113324.0,113324.0,0.0,100.0,100.0,VALIDO,
Villavicencio,50,50,2024,Julio_2024,681,681,0,188954.0,188954.0,0.0,100.0,100.0,VALIDO,
Montería,23,23,2024,Julio_2024,502,502,0,138930.0,138930.0,0.0,100.0,100.0,VALIDO,
Cartagena,13,13,2024,Julio_2024,716,716,0,305389.0,305389.0,0.0,100.0,100.0,VALIDO,
Neiva,41,41,2024,Julio_2024,656,656,0,120065.0,120065.0,0.0,100.0,100.0,VALIDO,
Armenia,63,63,2024,Julio_2024,750,750,0,114819.0,114819.0,0.0,100.0,100.0,VALIDO,
Santa Marta,47,47,2024,Julio_2024,609,609,0,153685.0,153685.0,0.0,100.0,100.0,VALIDO,
Sincelejo,70,70,2024,Julio_2024,568,568,0,80759.0,80759.0,0.0,100.0,100.0,VALIDO,
Valledupar,20,20,2024,Julio_2024,584,584,0,152620.0,152620.0,0.0,100.0,100.0,VALIDO,
Popayán,19,19,2024,Julio_2024,652,652,0,108512.0,108512.0,0.0,100.0,100.0,VALIDO,
Tunja,15,15,2024,Julio_2024,645,645,0,64065.0,64065.0,0.0,100.0,100.0,VALIDO,
Riohacha,44,44,2024,Julio_2024,534,534,0,51225.0,51225.0,0.0,100.0,100.0,VALIDO,
Florencia,18,18,2024,Julio_2024,631,631,0,60194.0,60194.0,0.0,100.0,100.0,VALIDO,
Quibdó,27,27,2024,Julio_2024,668,668,0,38249.0,38249.0,0.0,100.0,100.0,VALIDO,
Bogotá D.C.,11,11,2024,Junio_2024,831,831,0,3058644.0,3058644.0,0.0,100.0,100.0,VALIDO,
Medellín A.M.,05,05,2024,Junio_2024,1012,1012,0,1522159.0,1522159.0,0.0,100.0,100.0,VALIDO,
Cali A.M.,76,76,2024,Junio_2024,908,908,0,815326.0,815326.0,0.0,100.0,100.0,VALIDO,
Barranquilla A.M.,08,08,2024,Junio_2024,659,659,0,582664.0,582664.0,0.0,100.0,100.0,VALIDO,
Bucaramanga A.M.,68,68,2024,Junio_2024,726,726,0,429064.0,429064.0,0.0,100.0,100.0,VALIDO,
Manizales A.M.,17,17,2024,Junio_2024,943,943,0,183426.0,183426.0,0.0,100.0,100.0,VALIDO,
Pereira A.M.,66,66,2024,Junio_2024,941,941,0,243411.0,243411.0,0.0,100.0,100.0,VALIDO,
Cúcuta A.M.,54,54,2024,Junio_2024,717,717,0,317090.0,317090.0,0.0,100.0,100.0,VALIDO,
Ibagué,73,73,2024,Junio_2024,564,564,0,194243.0,194243.0,0.0,100.0,100.0,VALIDO,
Pasto,52,52,2024,Junio_2024,733,733,0,113136.0,113136.0,0.0,100.0,100.0,VALIDO,
Villavicencio,50,50,2024,Junio_2024,705,705,0,188622.0,188622.0,0.0,100.0,100.0,VALIDO,
Montería,23,23,2024,Junio_2024,493,493,0,138677.0,138677.0,0.0,100.0,100.0,VALIDO,
Cartagena,13,13,2024,Junio_2024,697,697,0,304778.0,304778.0,0.0,100.0,100.0,VALIDO,
Neiva,41,41,2024,Junio_2024,644,644,0,119872.0,119872.0,0.0,100.0,100.0,VALIDO,
Armenia,63,63,2024,Junio_2024,744,744,0,114598.0,114598.0,0.0,100.0,100.0,VALIDO,
Santa Marta,47,47,2024,Junio_2024,623,623,0,153381.0,153381.0,0.0,100.0,100.0,VALIDO,
Sincelejo,70,70,2024,Junio_2024,588,588,0,80616.0,80616.0,0.0,100.0,100.0,VALIDO,
Valledupar,20,20,2024,Junio_2024,547,547,0,152252.0,152252.0,0.0,100.0,100.0,VALIDO,
Popayán,19,19,2024,Junio_2024,666,666,0,108326.0,108326.0,0.0,100.0,100.0,VALIDO,
Tunja,15,15,2024,Junio_2024,652,652,0,63936.0,63936.0,0.0,100.0,100.0,VALIDO,
Riohacha,44,44,2024,Junio_2024,517,517,0,51063.0,51063.0,0.0,100.0,100.0,VALIDO,
Florencia,18,18,2024,Junio_2024,634,634,0,60031.0,60031.0,0.0,100.0,100.0,VALIDO,
Quibdó,27,27,2024,Junio_2024,683,683,0,38187.0,38187.0,0.0,100.0,100.0,VALIDO,
Bogotá D.C.,11,11,2024,Marzo 2024,807,807,0,3038538.0,3038538.0,0.0,100.0,100.0,VALIDO,
Medellín A.M.,05,05,2024,Marzo 2024,994,994,0,1509445.0,1509445.0,0.0,100.0,100.0,VALIDO,
Cali A.M.,76,76,2024,Marzo 2024,879,879,0,810954.0,810954.0,0.0,100.0,100.0,VALIDO,
Barranquilla A.M.,08,08,2024,Marzo 2024,653,653,0,578604.0,578604.0,0.0,100.0,100.0,VALIDO,
Bucaramanga A.M.,68,68,2024,Marzo 2024,745,745,0,426326.0,426326.0,0.0,100.0,100.0,VALIDO,
Manizales A.M.,17,17,2024,Marzo 2024,940,940,0,182228.0,182228.0,0.0,100.0,100.0,VALIDO,
Pereira A.M.,66,66,2024,Marzo 2024,958,958,0,241971.0,241971.0,0.0,100.0,100.0,VALIDO,
Cúcuta A.M.,54,54,2024,Marzo 2024,738,738,0,315462.0,315462.0,0.0,100.0,100.0,VALIDO,
Ibagué,73,73,2024,Marzo 2024,594,594,0,193304.0,193304.0,0.0,100.0,100.0,VALIDO,
Pasto,52,52,2024,Marzo 2024,773,773,0,112604.0,112604.0,0.0,100.0,100.0,VALIDO,
Villavicencio,50,50,2024,Marzo 2024,659,659,0,187616.0,187616.0,0.0,100.0,100.0,VALIDO,
Montería,23,23,2024,Marzo 2024,520,520,0,137969.0,137969.0,0.0,100.0,100.0,VALIDO,
Cartagena,13,13,2024,Marzo 2024,719,719,0,302921.0,302921.0,0.0,100.0,100.0,VALIDO,
Neiva,41,41,2024,Marzo 2024,665,665,0,119354.0,119354.0,0.0,100.0,100.0,VALIDO,
Armenia,63,63,2024,Marzo 2024,745,745,0,113921.0,113921.0,0.0,100.0,100.0,VALIDO,
Santa Marta,47,47,2024,Marzo 2024,664,664,0,152470.0,152470.0,0.0,100.0,100.0,VALIDO,
Sincelejo,70,70,2024,Marzo 2024,569,569,0,80205.0,80205.0,0.0,100.0,100.0,VALIDO,
Valledupar,20,20,2024,Marzo 2024,586,586,0,151124.0,151124.0,0.0,100.0,100.0,VALIDO,
Popayán,19,19,2024,Marzo 2024,698,698,0,107759.0,107759.0,0.0,100.0,100.0,VALIDO,
Tunja,15,15,2024,Marzo 2024,640,640,0,63570.0,63570.0,0.0,100.0,100.0,VALIDO,
Riohacha,44,44,2024,Marzo 2024,556,556,0,50553.0,50553.0,0.0,100.0,100.0,VALIDO,
Florencia,18,18,2024,Marzo 2024,683,683,0,59509.0,59509.0,0.0,100.0,100.0,VALIDO,
Quibdó,27,27,2024,Marzo 2024,680,680,0,37991.0,37991.0,0.0,100.0,100.0,VALIDO,
Bogotá D.C.,11,11,2024,Mayo_2024 1,812,812,0,3052007.0,3052007.0,0.0,100.0,100.0,VALIDO,
Medellín A.M.,05,05,2024,Mayo_2024 1,1017,1017,0,1517977.0,1517977.0,0.0,100.0,100.0,VALIDO,
Cali A.M.,76,76,2024,Mayo_2024 1,888,888,0,813879.0,813879.0,0.0,100.0,100.0,VALIDO,
Barranquilla A.M.,08,08,2024,Mayo_2024 1,662,662,0,581324.0,581324.0,0.0,100.0,100.0,VALIDO,
Bucaramanga A.M.,68,68,2024,Mayo_2024 1,737,737,0,428159.0,428159.0,0.0,100.0,100.0,VALIDO,
Manizales A.M.,17,17,2024,Mayo_2024 1,980,980,0,183030.0,183030.0,0.0,100.0,100.0,VALIDO,
Pereira A.M.,66,66,2024,Mayo_2024 1,960,960,0,242934.0,242934.0,0.0,100.0,100.0,VALIDO,
Cúcuta A.M.,54,54,2024,Mayo_2024 1,722,722,0,316552.0,316552.0,0.0,100.0,100.0,VALIDO,
Ibagué,73,73,2024,Mayo_2024 1,579,579,0,193931.0,193931.0,0.0,100.0,100.0,VALIDO,
Pasto,52,52,2024,Mayo_2024 1,759,759,0,112960.0,112960.0,0.0,100.0,100.0,VALIDO,
Villavicencio,50,50,2024,Mayo_2024 1,681,681,0,188290.0,188290.0,0.0,100.0,100.0,VALIDO,
Montería,23,23,2024,Mayo_2024 1,504,504,0,138442.0,138442.0,0.0,100.0,100.0,VALIDO,
Cartagena,13,13,2024,Mayo_2024 1,737,737,0,304164.0,304164.0,0.0,100.0,100.0,VALIDO,
Neiva,41,41,2024,Mayo_2024 1,621,621,0,119701.0,119701.0,0.0,100.0,100.0,VALIDO,
Armenia,63,63,2024,Mayo_2024 1,725,725,0,114374.0,114374.0,0.0,100.0,100.0,VALIDO,
Santa Marta,47,47,2024,Mayo_2024 1,629,629,0,153079.0,153079.0,0.0,100.0,100.0,VALIDO,
Sincelejo,70,70,2024,Mayo_2024 1,565,565,0,80480.0,80480.0,0.0,100.0,100.0,VALIDO,
Valledupar,20,20,2024,Mayo_2024 1,568,568,0,151880.0,151880.0,0.0,100.0,100.0,VALIDO,
Popayán,19,19,2024,Mayo_2024 1,690,690,0,108138.0,108138.0,0.0,100.0,100.0,VALIDO,
Tunja,15,15,2024,Mayo_2024 1,682,682,0,63815.0,63815.0,0.0,100.0,100.0,VALIDO,
Riohacha,44,44,2024,Mayo_2024 1,548,548,0,50896.0,50896.0,0.0,100.0,100.0,VALIDO,
Florencia,18,18,2024,Mayo_2024 1,681,681,0,59860.0,59860.0,0.0,100.0,100.0,VALIDO,
Quibdó,27,27,2024,Mayo_2024 1,708,708,0,38122.0,38122.0,0.0,100.0,100.0,VALIDO,
Bogotá D.C.,11,11,2024,Noviembre_ 2024,827,827,0,3091225.0,3091225.0,0.0,100.0,100.0,VALIDO,
Medellín A.M.,05,05,2024,Noviembre_ 2024,961,961,0,1543895.0,1543895.0,0.0,100.0,100.0,VALIDO,
Cali A.M.,76,76,2024,Noviembre_ 2024,869,869,0,823189.0,823189.0,0.0,100.0,100.0,VALIDO,
Barranquilla A.M.,08,08,2024,Noviembre_ 2024,626,626,0,593780.85,593780.85,0.0,100.0,100.0,VALIDO,
Bucaramanga A.M.,68,68,2024,Noviembre_ 2024,700,700,0,433436.0,433436.0,0.0,100.0,100.0,VALIDO,
Manizales A.M.,17,17,2024,Noviembre_ 2024,926,926,0,185381.0,185381.0,0.0,100.0,100.0,VALIDO,
Pereira A.M.,66,66,2024,Noviembre_ 2024,956,956,0,245866.0,245866.0,0.0,100.0,100.0,VALIDO,
Cúcuta A.M.,54,54,2024,Noviembre_ 2024,675,675,0,319765.0,319765.0,0.0,100.0,100.0,VALIDO,
Ibagué,73,73,2024,Noviembre_ 2024,529,529,0,195840.0,195840.0,0.0,100.0,100.0,VALIDO,
